COUNTY_NAME,FIRE_NAME,fire_count
Mariposa,"SUMMIT, DEWEY, CURRY, DEERLICK, WAWONA, FORK, FIREPLACE, ZAMORA, POHONO, AVALANCH VEHICLE FIRE, CREEK, TAFT, MIST TRAIL, DETWILER, PORCUPINE, LAKES, GRANITE, HUNTER FIRE, MONTGOMERY, TAMARACK, MARKET, HAIGH FIRE, BRIDAL VEIL, WAGNER, GAINES, TURNER, EL CAP, PEAK, CHILNUALNA, LUKENS, POINT, BEN, TRIANGLE, COYOTE ROCKS, KING, DEER, POWERLINE, RIBBON, SNOW CREEK, CABLE, SOUTH FORK, 49, FORBIDDEN, SILVER KNOB, CLARK, YOSEMITE CREEK, INDIAN ROCK, BIG MEADOW, MOTOR, BLUEJAY, BRIDGE FIRE, LIEDIG, RAINBOW VIEW, SPRING, EL PORTAL, WILDCAT, WASTEWATER, INDIAN, CATHEDRAL, AVALANCHE, OAK, EAGLE, NORTH, CASTLE, MCSWAIN, CASCADE, SPUR, HUNTER, BRICEBURG, CORONADO, RAILROAD, ASH, KNOB 91, OTTOWAY, HWY 140, MONO, FERGUSON, PLANADA, MCGURK, CARSTENS, HIDDEN, MEADOW, VALLEY FIRE, TUNNEL, TELEGRAPH, MOSQUITO, WASHBURN, CAMPGROUND, HAPPY, COYOTE, STARR KING, FALLS, CRANE, EMPIRE, PILOT, CONVERSE, WHEELER, DONALD, ILLILOUETTE, TENAYA, NORTH DOME, PICNIC, RIVER, SENTINEL, RAISIN, MERCED LAKE, BOYER, RATTLESNAKE, OLIVER, SWINGING BRIDGE, FISSURE, HORSE, DARK HOLE, PORCUPINE CAMPGROUND, WEST, HILL, COUNTY LINE, SNOW, BALD ROCK, LAKE, OLD TOLL, HOOVER, AGUA, INDIAN CANYON, WOODLOT, MAY, ILLILOUETTE CREEK, BRIDAL, OLD, WATKINS, BUNNELL, RED, INDIAN PEAK, DOG ROCK, RIM, CLOUDS REST, INSPIRATION, DARK, HUNTERS, CARABINER, GROUSE, WESTFALL, INDIAN CAVES",163
Mendocino,"BURGER CREEK, FOLSOM, RIDEOUT, AUGUST COMPLEX, BELL SPRINGS, BLACK, NORTH PASS, CREEK, MONKEY ROCK, BROILER, TWO ROCK, SODA, 1-21 PORK LIGHTNING, COWSHED  LIGHTNING, MIDDLE, BLUE SLIDE 1, SUGARLOAF, NORTHFORK CAMP, RED MOUNTAIN LIGHTNING, OIL WELL, JAMESON, BRUSHY 8, BLUE (ALK 4-3), HIGHLAND, PIETA, LOST PIPE, TOMKI, MURPHY RIDGE, MOOSE, NOME, LITTLE JUAN CREEK (MRC), MINA, BRUSHY 3, 1-11 RAY SPRINGS LIGHTNING, LODGE, BELL, MCGALL, PRATT, SCOTTS, BIG, TURNOUT, RETECH, RANCH, SKUNK 1, BRUSHY 2, OSO, SPRING, TABLE MTN, INDIAN, USAL, SHIMMINS, POND, BRUSHY 7, 5-12 WHIPPLE LIGHTNING, OAK, BRUSHY 1, NORTH, BLUE NOSE, HARDY CREEK LIGHTNING, VINEYARD, REDWOOD VALLEY, 3-19, BASEBALL, RED HILL, LINCOLN, RUNNING SPRINGS, BRUSHY 4, GRADE, MEADOW, JACK SMITH, ISLAND, PASS, 5-10 CAVANAUGH LIGHTNING, SHAMROCK WEST, ETSEL, MILL, ARCHER, HOPKINS, WILLIAMS, EEL, SHAMROCK EAST, ORR SERIES, WALKER, RIVER, BURNS FLAT, LOW GAP, BRUSHY 6, KIRK, RIVER 2, HORSE, 1-6 SKUNK 2 LIGHTNING, SAN HEDRIN, MIDDLE OUTLET LIGHTNING, OWENS, CLUB, JACKS, SHAMROCK, BURRIS, FLYNN, NAVARRO, ALBION RIVER, CLIFF RIDGE, RIVER 1, FOSTER, VIEW, LEONARD LAKE, BUTCH, NELSON, 4-2 CAHTO, BRUSHY 5, 4 MILE, RUFF",119
Merced,"COTTONWOOD, MCCABE, WRIGHT, LEGRAND, FARM FIELD 3, PLANADA, ROMERO, ROBINSON, REFUGE, NEES, PASS, FREMONT, BALLOON, SCU COMPLEX, WOLFSEN, FOSTER, DINOSAUR, ERRECA, WILDLIFE, SANDY",25
Modoc,"SPLAWN, FROG, FORK, HOWARD, BLUE2, SCORPION, CREEK, GOOSE2, ANNIE, LOOKOUT FIRE, CENTERVILLE, HAGER, FAIRCHILD, SISTERS, ESSEX, ANTELOPE, FLAT, WILLOW, GULCH3, JUNIPER, COWHEAD, W-5 COLD SPRINGS, NELSON (W-1), POINT, TUCKER, COUGAR, BOLES, RAIL, TWIN, BIRTHDAY, TANK, CLARK, DOBIE, W-2 LIKELY, DAVIS, CANTRALL, 40, ALLEN, SCHALER, LIKLEY, LONE, EAGLE, NORTH, 4-3 PUMA, PARKER2, HEADQUARTERS, COLD, DALTON, FOX, WITCHER, MAMMOTH, QUARANTINE, RADAR, W4 ROMERO, DOBE, JIM, UPPER, BARNES, MEADOW, MUD, RIMROCK2, SOUP 1, JONES, COYOTE, COVE, PINE, MCGINTY, WHITE, TELEPHONE, STONE, CLEAR, LITTLE, DAY, PATTERSON, MASON, BATTLE, ROCK2, RIMROCK, NORTHERN, QUAKING, MOWITZ, LIKELY, GOOSE, KELLY, HOWARDS, WEST, STEELE, LAKE, ROCK, GRAVEL, SOUP 2, WILLOW VALLEY, DONICA, BARRY POINT, CASUSE, CALDWELL, GULCH4, JOESPH, GULCH, GROUSE, WHITTEMORE, VALLEY, SALISBURY, DIAMOND4",119
Mono,"GREEN CREEK, IRIS, BUCKEYE, SAGE HEN, ROCK CREEK, MARINA, SPRINGS, ADOBE, HOT CREEK, MONO, SLINK, MURPHY, BODIE, CLARK, OWENS, GRANT, BIEDERMAN, AURORA, TIOGA, PINENUT, POTATO, KELTY, SLINKARD, WILSON, MCGEE, BEACH, BOOT, TAMARACK, INDIAN, VAN DYKE, OWENS RIVER, N. GLASS, ROUND, SHERWIN, PICNIC, SPRING PEAK, JUNE, BRAMLETTE, PAN, DEXTER, MOUNTAIN VIEW, WALKER, CONWAY",43
Monterey,"LIGGETT, SLACKS, COLEMAN, ALVARADO, LOWE, RELIZ, RICO, 198, CHALONE, DOLAN, RIDGE, CANYON, SOBERANES, GRIFFEN, WILLOW, TURKEY, FREEMAN, REGIONAL, PFEIFFER, AGUAJITO, GARZA, JULIUS, TOPO, KING, COLORADO, DEER, SAN LUCAS, ARROYO, PRIEST, RANCHITA, BRADLEY-LOCKWOOD, HWY198, DAVIS, LONOAK, GREEN, BIANCHI, TASSAJARA, SARGENT, LONEOAK, NORTH, CHALK, SAN JUAN, VINEYARD, HUNTER, ARDO, WUNPOST, SAN_JUAN_GRADE, GALLERY, HIGHWAY_198, PINNACLES, OLD STAGE, LAURELES, INDIANS, SARGENTS 2, SARGENTS, DUDLEY, CROSS, BOOMER, PONDEROSA, SYCAMORE, PARK, ENCINAL, GLORIA, THOMPSON_CYN, LUCAS, PINE, BRADLEY, MANZANITA, METZ, AIRLINE, GARRISON, MILL, BRYSON, COPPERHEAD, CHIMNEY, JOLON, FERRIS, MINERAL, RIVER, ARGYLE, COTTONWOOD, MUSTANG, COUNTRY, BITTERWATER, CIRCLE, SILACCI, LOCKWOOD, PARKFIELD, INTERLAKE, LAKE, LOGWOOD, CATTLEMAN, PLASKETT, JOHNSON, STAGE, FRUDDEN, SAN ARDO, HOG, SARGEANTS, MAIN, SARGENTS2, CARMEL, LOS BUEYOS, GULCH",135
Napa,"VALLEY, SPANISH, SUMMIT, MONTICELLO, JERUSALEM, DEER, KELLY, BELLAGIO, GRADE, NEWELL, GARAGE, STEELE, NUNS, TUBBS, WRAGG, LAWLEY, SODA, HILLCREST, COUNTY, KIWI, BERREYESSA, ESTATES, MOBILE, CANYON, ATLAS, SPRING, GLASS, REDWOOD, BENNETT, OLD, ROCKVILLE, EASTSIDE, BUTTS, SILVERADO, SYAR, WILD, SILVERADO_2, PUTAH, EAST, HENNESSEY, TULLEY, POPE, AMIGAS, COLD, HUBCAP, KIRKLAND, SNELL, AETNA, CLOVER, FOX, AMERICAN, KNOXVILLE, CAPELL",59
Nevada,"TYLER, RICES, STILL, PHOENIX, WOLF, WEST, BEALE, MCDANIEL, DOGBAR, CHINA, YUBA, REX, HUTTO, JONES, LOBO, BREWER, PLUM, HIRSCHDALE, BLOOMFIELD, OWL, BUTTERFIELD, BENNETT, GRIZZLY, DEL, MAGNOLIA, GARDEN, OAK, PERIMERTER, FALL, AUBURN, PLEASANT, LOWELL, RUN, GREENHORN, PROVENZA, RIVER, MCCOURTNEY, CHALK FIRE, SCOTCHMAN",41
Orange,"CECIL, LIVE OAK, UNNAMED, GEORGIA SUE, FREEWAY, JIM, NIGUEL, EMERALD, NICHOLS, ORTEGA, LA RAMBLA, IRVINE PARK, BLUE DIAMOND, TESORO SCHOOL, TOMATO SPRINGS, LAGUNA NIGUEL REGIONAL PARK, CARBON CANYON PARK, SANTIAGO, PARK FIRE, BOND, WINDY RIDGE FIRE, CREEK, LONG, B2 - YORBA, ALISO, JEFFREY, RIDGE ROUTE, TRAFALGAR CANYON, HOLY, AMENO, JAMBOREE, ANTONIO, CANYON I, TRABUCO, SOUTH HAMPTON CT, TORTOISE, LAMBERT, RIDGE, COASTAL, CANYON, CANYON II, COW CAMP, FOSSIL, TALBERT PARK SOUTH, COTO, REATA, WOOD, SILVERADO, HIGHLAND, ALICIA, ORTEGA 3, WILLIAMS, ROSE, CROSS CREEK, PICO, SAN JUAN, BLUFF COVE, CANADA IC, BELLA COLLINA GOLF COURSE SCL, LAGUNA, COSTCO, EL TORO IC, MAGAZINE, BLUE RIDGE, SANTIAGO CANYON, BOMMER, CRISTIANITOS, CARBON CANYON, WINDY RIDGE, BONITA",99
Placer,"RIOSA, BLACKSMITH, BRIDGE, LESVOS, TWIN BRIDGES, BLACK, LONG, MIDDLE, RIDGE, SUGAR, THOUSAND, RIOSA2 INCIDENT, GLADDING, LONGJOHN, GARDEN BAR, WISE, STAR, GOVERNMENT, POINT, APPLEGATE, ROCKLIN_CLOVER INCIDENT, VISTA, BLACKFORD, KING, FORESTHILL, PHYLLIP, WEST WISE FIRE, SHERIDAN, WEST WISE, PALLADAY, MIRABELLE, BREWER, WALTZ, SIERRA 2, DUTCH, LOCUST, CHAMBERLIN FIRE, GILARDI, RAVINE, ATHENS, OAK, NORTH, DYER2 INCIDENT, CATLETT, KARCHNER, BAXTER, ORR INCIDENT, ROBBERS, AMERICAN, MAMMOTH, NICOLAUS, IOWA, FORTY NINE, AMORUSO, MEADOWLARK INCIDENT, THOUSAND OAKS, DYER INCIDENT, FOOTHILLS, NICOLAUS WESTLAND, WALEGRA, WESTVILLE, MOSQUITO, BASELINE, BRIDGE INCIDENT, MAVERICK, DULUTH, NEWTON, SHOOTING, BEAR, CHICKEN, WATT, DYER, MANZANITA, MCOULLOH, MOORE, TRAILHEAD, RIVER, SIERRA, COUNTRY, NADER, NADER2 INCIDENT, HILL, AIRPORT, RIOSA INCIDENT, FARRIER, TANNER, OLD, FIDDYMENT, STAGECOACH, NELSON, PFE, SUNSET, PEAVINE, MCCOURTNEY, BURNETT, PORTER, FLEMING",135
Plumas,"BTU LIGHTNING COMPLEX, OLIVER, CHANCE, CUB, WARD, HOUGH COMPLEX, CAMP, RIDGE/HEIGHTS, HUNT, BRIDGE, SPRING GARDEN, WOODY, SOUTH-FREY, DOTTA, HARTMAN, WEST, MURPHY, CHILCOOT, MEADOW, IRON, BIRD, CREEK, TOLL, LEMM, MILFORD GRADE, ROCK, BAR, SLATE, MILLS, BIG, L-2 YELLOW, FRENCH, GENESSEE, RANCH, 5-6 CASCADE CREEK, MINERVA 5, WILSON, JOHNSON, SILVER, RICH, EVANS, SNAKE, SUGAR, COPPER, MEADOW VIEW, DIXIE, TOBIN, SHEEP, CRESCENT, MCRAE, BECKWOURTH LIGHTNING COMPLEX, CHIPS, KEDDIE, ADAMS, SCOTCH, LITTLE, GRIZZLEY TUNNEL, DAVIS 3, FRENCHMAN, PEAK, GREENHORN, CREST, NORTH COMPLEX, GULCH, ELEPHANT, LONE ROCK, COLD, LOYALTON, WALKER, SQUIRREL, CROCKER, EUREKA",77
Riverside,"LIVE OAK, SAN TIM, SUMMIT, EUCLID, ANZA, LEON, KEYS, APACHE, BLAINE, CREEK, KELLER, MIAS, SMILEY, GAVILAN, MINTO, PEDLEY, GRANITE, CANYON, RALPH, SCENIC, BANNING, JAMESON, RANGE, HIGHLAND, RABBIT, BRADFORD, BOGART, BLUFF2, LAMB, PONY, JURUPA, LAMB 2, PACIFIC, GILLETTE, JACK, SOBOBA, GARZA, SMOKETREE, VISTA, TRAMWAY, SKYLINE LRA, TAFFLE, MAYWOOD, OPERA, HIGHWAY, SPRINGS, AGUA CALIENTE, REDLANDS, RIBBON, DE LUZ, SAGE, ROUSE, CARY, TWIN, WINDY POINT, VAN BUREN, QUAIL, WHITEWATER, CABAZON, SANTA, LOST HORSE, ANGEL, EAGLE CANYON, CLINTON, SILVER, PALM, RANCH, LAWLER, VERNON, TRAM, INDIAN, MORONGO, SILVERADO, CATHEDRAL, APPLE, VIPER, BAUTISTA, CONTOUR, GRANDE IC, BRIGSS, CASTILE, FAIRVIEW, MERWIN, FREE, MEADOWS, WRANGLER, FLATS, TRIPP, EXTENSION, ELM, VAIL, HORSESHOE, WINDY, MARTINEZ, CHECKPOINT, FREEWAY, THEODORE, LINCOLN, JIM, TORO, SPIDER, BUCK, POTRERO, TEMECULA, HOLY, SKINNER, SANDALWOOD, EVERGREEN 1, MINE, COYOTE, THOMAS, CACTUS, FALLS, HATHAWAY, KATHRYN, VOLCANO, CHRISTMAS, JERRY, CHAPARRAL, MANZANITA, SADDLE, WATER, OAKS, LITTLE, PATTERSON, SANDERSON, SCOTT, DOS PALMAS, BLUE RIDGE, RIVER, WINDMILLS, BLUFF 2, LOST LAKE, COTTONWOOD, MUSTANG, VALLEY, SIERRA, EVERGREEN 2, SOUTH MAIN, SABINA, LAGO, GILMER, WOLF, TRUCK, TRILOGY, HILL, STEELE, ROBERT, 46, HEACOCK, SNOW, ROCK, AIRPORT, PALMER, GORGONIO, MCKINLEY, LAKE, CANYON I, CASINO, TENAJA, RELAY, WAYMAN, CRANSTON, WESTWARD, TENAJA2, ANGEL 2, LAKEPOINTE, EL DORADO, GILMAN, WILDOMAR, VIEW, RED, HWY 74, ROSE, ROSA, SKYLINE, PALMAS, MOUNTAIN, RAMONA, LINDELL, CEDAR, BLUFF, BONITA",222
Sacramento,"NELDA, GRANT FIRE, CLAY, SHINGLE, GRANT, BASELINE, RANCHO, I-5, LATROBE, LOCUST, DYER, BOYS, INDIO, MEISS FIRE, POWER, SCOTT, IONE, CLAY FIRE, LARGO, BROWNS",21
San Benito,"RED BARN, KING, BITTER, MERCURY, BETABEL, BITTERWATER, COALINGA, PINNACLES, ROCKS, BEAVER, ANZAR, IDRIA, HIDDEN, TRES PINOS, FAIRVIEW 2, SANTA, LONOAK, CIENEGA, HOLLISTER, GABILAN, COYOTE, GLORIA, AROMAS, SALINAS, LEWIS, POND, ANTELOPE, HERNANDEZ, OLD, AIRLINE, HWY25, PANOCHE 2, LONEOAK, WILLOW, EASTERN 2, ROSA, BENITO, PANOCHE, VALLEY, UNION, VISTA, BROWN",50
San Bernardino,"LIVE OAK, IVANPAH, WRIGHT, EUCLID, EMERALD, MART, CLOUD, CREEK, HIGHWAY 2, KENWOOD, STODDARD 3, NORTH PARK, PEDLEY, GRANITE, BIGHORN, 330, RIDGE, RADFORD, PARK 2, JAMESON, ACOMA, DOME, WELLS, EAST, TOWER, PEAK, CLEGHORN, STAR, FARMINGTON, MOJAVE, CAHUILLA, BAILEY, ORANGE, KING, OASIS, HIGHWAY, KEN, MELVIN, BRIDGE 2, DEER, BOX, SHARP, POWERLINE, CABLE, BASIN, HESPERIA, OAK GLEN 3, DALE, ROADSIDE, MILL2, DOLLAR, SOUTH, TRONA, STODDARD 2, GREEN, MOTOR, HART, SILVER, ARROWHEAD, EL MIRAGE, GARNET, SEINE, SCALES, FORD LAKE, OLD WOMAN 2, POND, LONE, ELK TRAIL, APPLE, OLD WOMAN, HOLCOMB, OAK, MOMYER, MOUNT R, NORTH, CASTLE, FAWNSKIN, KEENBROOK, FLATS, BULL, EASTON, RAILROAD, HIGH, FREEWAY, SANDY VALLEY, SAN ANTONIO, ADOBE, ETIWANDA, DEVORE, BARNES, CIMA, HIDDEN, BOWEN, BRUDER, FLORIDA, MILLER, BRONCO, MILE, BASELINE, SANDALWOOD, BROOK, PINE, CACTUS, MATZ, HILLSIDE, HATHAWAY, ROUNDUP, PILOT, GREY, MANZANITA, WAGON TRAIN, MILL, IRWIN, LITTLE, SHINN, SCOTT, 18, SEPULVEDA, BLUE RIDGE, CRAFTON, HWY 18, SIERRA, AHA MACAV, CUDDEBACK, DEEP, KENBROOK, WASH, HILL, GOBBLERS, PALMER, LAKE, MCKINLEY, BRYANT 2, PITMAN, MENTONE, JOHAN, JOHNSON, CAJON, BLUE CUT, DIAMOND, STERLING, PARKER DAM, SUMMIT3, BLUE, EL DORADO, SHEEP, WOOD, COLDWATER, KARE, CAHUILA, PITZER, DEEP CREEK, STANDING ROCK, FOXBOROUGH, LYTLE, SAN GORGONIO, GULCH, GREENSPOT, ABIGAIL, VALLEY, ZERMATT, PENDLETON",182
San Diego,"SAWDAY, BORDER 12, DEHESA 8, BORDER 8, JARDINE, CAPTAIN, CAMINO, MILLAR, FIVE, PAUMA 4, BORDER, BLACK, MARRON 4, SKYLINE 3, SAN MATEO CAMPGROUND, BORDER 10, HARBISON, BORDER 31, SLOANE, RIDGE, BORDER 3, BANDY 2, BORDER 16, CAMPO, OTAY 11, MORENA, ROCK 2, WILLOW 3, LONESTAR, MORRETTI, DEHESA 5, MIGUEL 3, CRISTIANITOS, BORDER 15, BARRETT 4, VISTA, CLEVENGER, PALA 3, CHARIOT, MERCADO, GOPHER 7, HIGHWAY, POINSETTIA, YANKEE, JENNINGS 2, 76-2, BANNER FIRE, TOMAHAWK, LAKE 3, BERNARDO, BORDER 13, SANTA, YSABEL 2, GENERAL, ECLIPSE, LAKESIDE, MARRON, MARRON 6, MONTEZUMA, BORDER 27, GREEN 3, JEWEL, WILDCAT, PASO, WILDCAT_4, SCOUT, GOPHER 10, BAMBI, PASQUAL, EAGLE, BUILDING, CHIHAUHAU 2, GATE, VALLECITO, BANNER, MCP BASILONE GATE, CINNAMON, SANDIA, FELIPE, SHOCKEY, WILLOWS, OLD HIGHWAY 80  / LA POSTA RD, MESA, WILLOW 8, CASNER 2, INDIA, PALA, CHECKPOINT, OTAY, PALA 4, OVERLAND, BUCKMAN 2, CRESTWOOD, ROCK 5, FELIPE COMPLEX, GASOLINE, BORDER 22, RECYCLE, BORDER 6, WYNOLA, HARBISON 2, LA POSTA, PARK, MILLER 2, WILSON, MESA 4, JACUMBA, COMBAT, COPPER, BORDER 9, CUTCA, VOLCANO, CHAPARRAL, OLD - 2, DEHESA 11, COWBOY, CREEK 5, WILLOWS 3, HAUSER, BORDER #14, ORTEGA 2, BORDER 26, FEATHER, CEDAR, ROAD, FURY, RIVER, LYON, VIEWPOINT, COTTONWOOD, SIERRA, COCOS, GREAT, MESA 3, GREENFIELD, SHOOTS, BORDER 32, WEST, SUNSHINE COMPLEX, DELUZ, COOPER, PEUTZ, LA POSTA 2, AIRPORT, BORDER 19, MONTE, ROBLAR, GUN, SLAUGHTERHOUSE, SOUTHERN, VALLEY 2, WILLOW 9, CHURCH 2, AGUA, LOST, BORDER 18, NARROWS, JAMACHA, CAESAR, BARRETT 3, MIGUEL, LILAC, BORDER_8, PULGAS, BORDER2, BORDER 2, PALA 5, ARUBA, QUEEN, BORDER 21, BODEN, RED, STEWART, CASNER, BEE, CARRIZO, VISTA 5, VALLEY, BORDER 11, BORDER 7, BARRETT",207
San Joaquin,"BECKWITH, CORAL, CHRISMAN, EXPLOSIVES, WAVERLY, BELOTTA, SHELTON, HOLLOW, LIBERTY FIRE, TESLA, SCU COMPLEX, CLEMENTS, FLOOD, SHELLY, WAVERLEY, HARNEY, PATTERSON, BRANDT, RIVER, LIBERTY, CORRAL",22
San Luis Obispo,"YOSEMITE, PRICE, CAMINO, BUENA, COTTON, LUCY, MACK, TOWNSITE, CREEK, FARM, TWITCHELL, FRASIER, RIATA, SODA, ELKHORN, IV_1, CANYON, SUEY, CYPRESS, VENICE, GAVIOTA, ALAMO, ANTELOPE, RANGE, HIGUERA, LOPEZ, NACIMIENTO, HUDSON, TOWER, HUASNA, GAGE, JACK, BEND, VISTA, FRONT, BOULDER, GILLIS, HIGHWAY, DEER, CAMP, TEFT, CLARK, BRIDLE, BRANCH, ZENON, DAIRY, DAVIS, GREEN, RANCHO, MARIA, RANCH, MCMILLIAN, MUSTARD, HOLLOW, CAMATTA, SPRING, POND, CRESTVIEW, WINEMAN, CALF, SEVEN, COLONY, EAGLE, INDEPENDENCE, RESORT, POZO, CHALK, VINEYARD, CALIENTE, BELMONT, BULL, OLIVE, POLY, GLADE, THOMPSON, GROVE, BITTER, VILLA, CUESTA, ADOBE, TORO, TOPAZ, DOMINGUEZ, TRAIL, MEADOW, ELK, SHERRY, CROSS, TALLEY, DELTA, CRESTA BLANCA, MARCOS, WEBSTER, MARGARITA, COYOTE, WILSON, PASS, COVE, NAVAJO, WHITE, BEAR, LINNE, SHELL, PLANT, ROCKY, JUAN, HUTTON, WATER, ESTRELLA, HELIOS, STONE, PARKHILL, 166, SHANDON, SHED, CHIMNEY, RESERVOIR, HILLS, RIVER, FRANKLIN, EUREKA, GENESEO, ORCUTT, COTTONWOOD, AVILA, COUNTRY, PLACER, III_2, SOLAR, SHEDD, BITTERWATER, LAGO, WASH, WEST, HILL, IRON, BERRY, PARKFIELD, ADELAIDA, HANDLINE, LAKE, ROCK, COTTONTAIL, ENERGY, CORNELL, O'DONOVAN, FRAZIER, CHOLAME, WHITE TAIL, WHALE, TRACY, MATTIE, LYNCH, TOBIN, RED, TIFFANY, II-2, ALMOND, SADDLE BACK, CERRITO, WINDWOOD, BISHOP, ROSA, INDIANA, CARRIZO, LAGUNA, VALLEY, CRESTON, BLUFF",237
San Mateo,"TOWER, KING, BRUNO, QUARRY, BUTANO, EDGEWOOD, PIGEON, CZU LIGHTNING COMPLEX, SKEGGS, CABRILLO",10
Santa Barbara,"AIR, GIBRALTAR, GIFFORD, SCORPION, TWITCHELL, DRUM, HOLLISTER, RIDGE, CANYON, QUARRY, WASIOJA, ALAMO, RANGE, WOODCHOPPER 2, MOCKINGBIRD, 33, REY, FRONT, KIRSCHEMANN, SWEENEY, HIGHWAY, HWY_1, WHITTIER, DUTARD, BELL, CLARK, BAR, RANCHO, MIGUELITO, OWL, SHERPA, RUCKER, MCMURRAY, SANTA CRUZ, ONE, VINEYARD, ARMOUR, MESA, LA BREA, GATO, BEAR CREEK, FIGUEROA, GRADE, TRAIL, HAPPY, THOMAS, YELLOWJACKET, WHITE, WOODCHOPPER 1, ALISOS, MARIPOSA, MANZANITA, CEBRIAM, 166, WASHINGTON, ALISAL, CIELO, BALLARD, JESUSITA, LOOKOUT, CABALLO, BUCKHORN, GOAT, OGILVY, WESTERLY, HOLIDAY, WEST, CRUCES, ALISO, PALMER, ROCK, WINDMILL, CAT, TEA, CAVE, FIGUERO, VIEW, GAREY, GAP, HURRICANE, LITO, REAL",94
Santa Clara,"SIERRA, SUMMIT, COUNTRY, BALLY, WHITE HURST, HUMMINGBIRD, ANZAR, PACHECO, LOMA, LARIAT, MALECH, PASEO, BULLHEAD, PARK, RANCH, CANYON, LEDEIT, SCU COMPLEX, PIERCY, BRIDAL, ESTRADA, COE, CREWS, FELIPE",26
Santa Cruz,"CASTLE, PANTHER RIDGE, BEAR, BONNY COMPLEX, SUMMIT, BLOOM, CZU LIGHTNING COMPLEX, TRABING, CHINA, FREEDOM, DEER, MARTIN, ESTRADA, COAST, RINCON, HARKIN, LOMA, LOCKHEED",20
Shasta,"COLEMAN 1, HOUSE, SUMMIT, AUGUST COMPLEX, FIDDLER, JERUSALEM, MOSS, BRIDGE, GORGE, MCFARLAND, CREEK, ZOGG, COW, CHINA, CORNER, SODA, BROCK, SUGARLOAF, RIDGE, 5-9, MALLARD, EAST FORK, MURKEN, DEERLICK FIRE, HOBBY, NOBLE, GOMEZ, LOWER, POINT, BULLY, LAVERNE, TRINITY, SPRINGS, DECK, PINES, MOTION, SHINGLETOWN, BASCOM, DALE, MURPHY, CLARK, FRANCISCAN, CHATTER, STEIN, RANCH, SILVER, PETER, MCCLOUD, BAGLEY, DIXIE, PLATINA, BUTTE, WOODMAN, HOPEFUL, PINE 1, PANTHER, FORWARD, CHALK, CASSEL, LOGAN, LCA 1-9, MEADOWS, GIRARD, HIGH, DUMP, CREEKSIDE, INWOOD, 1-34, CARR, FERN, DELTA, PONDEROSA, DERSCH, CRESTLINE, HIRZ, MOON, BRANSTETTER, PINE, FIDDLERS, KIRKMAN, H-2 CAMP, MILL, READING, LITTLE, MOORE, ROUND, VENTURE, EILER, BROWN, BACKBONE, WITHROW, H - 8 WELL, WARD, GOOSE, SALT CREEK, SALT, WARNER 1-1, HORSE, BEAVER, HAT, GILBERT, BERRY, IRON, LAKE, ROCK, COTTAGE, PINE 2, PLAINS, OLINDA, LEOPARD, GIBSON, CAVE, PETERSON, WONDERLAND 2, ELMORE, OAKRUN, GRACE, GILMAN, HONEYBEE, FLANAGAN, BALD, HIDING, ROSA, COAL, POWER, FAIRFIELD, MOUNTAIN, FAWN, GULCH, CLOVER",143
Sierra,"HARDING, INDIAN, ANTELOPE, FEATHER, ELEPHANT, SACRED, SADDLE, LOYALTON, SUNRISE 2, CELINA, 25TH FIRE, HOWLAND, WEST, BORDER",15
