Year,County,Acres,Strux_Destr,Strux_Dmgd,Deaths_FF,Deaths_Civil,Duration,Unique_Fire_Days,Total_Fires,Tot_Damage
2015,Siskiyou,395.0,0.0,0.0,0.0,0.0,3 days,3.0,1.0,0.0
2015,Siskiyou,395.0,0.0,0.0,0.0,0.0,3 days,3.0,1.0,68906.0
2015,Solano,,,,,,,,,20340.0
2015,Sonoma,,,,,,,,,1392000.0
2015,Sutter,,,,,,,,,0.0
2015,Tehama,,,,,,,,,0.0
2015,Tehama,,,,,,,,,833450.0
2015,Trinity,182000.0,19.0,0.0,0.0,0.0,17 days31 days36 days78 days62 days,95.0,5.0,
2015,Tulare,7410.0,0.0,0.0,0.0,0.0,49 days1 days,49.0,2.0,176768.0
2015,Tuolumne,,,,,,,,,61927.0
2015,Ventura,1288.0,0.0,0.0,0.0,0.0,4 days,4.0,1.0,
2015,Yolo,,,,,,,,,67500.0
2015,Yuba,,,,,,,,,252620.0
2016,Alameda,,,,,,,,,32410.0
2016,Alpine,655.0,0.0,0.0,0.0,0.0,33 days,33.0,1.0,0.0
2016,Amador,,,,,,,,,307070.0
2016,Butte,1320.0,3.0,0.0,0.0,0.0,7 days18 days,25.0,2.0,0.0
2016,Butte,1320.0,3.0,0.0,0.0,0.0,7 days18 days,25.0,2.0,0.0
2016,Calaveras,1101.0,3.0,1.0,0.0,0.0,14 days7 days8 days,25.0,3.0,405009.0
2016,Colusa,,,,,,,,,0.0
2016,Contra Costa,,,,,,,,,11450.0
2016,Del Norte,,,,,,,,,0.0
2016,El Dorado,,,,,,,,,231015.0
2016,Fresno,15135.0,11.0,1.0,0.0,0.0,4 days11 days12 days47 days9 days,72.0,5.0,812917.0
2016,Glenn,,,,,,,,,0.0
2016,Humboldt,599.0,3.0,0.0,0.0,0.0,19 days,19.0,1.0,1595068.0
2016,Imperial,,,,,,,,,0.0
2016,Inyo,369.0,0.0,0.0,0.0,0.0,9 days,9.0,1.0,350.0
2016,Kern,80891.0,292.0,12.0,0.0,2.0,17 days10 days2 days40 days6 days5 days4 days,58.0,7.0,
2016,Kings,,,,,,,,,0.0
2016,Lake,3929.0,300.0,28.0,0.0,0.0,22 days,22.0,1.0,105579028.0
2016,Lassen,2575.0,7.0,0.0,0.0,0.0,32 days,32.0,1.0,715300.0
2016,Los Angeles,48347.0,125.0,23.0,0.0,2.0,7 days16 days16 days8 days16 days,47.0,5.0,
2016,Madera,,,,,,,,,299925.0
2016,Mariposa,1001.0,0.0,0.0,0.0,0.0,128 days,128.0,1.0,48410.0
2016,Mendocino,,,,,,,,,693434.0
2016,Mendocino,,,,,,,,,693434.0
2016,Merced,1246.0,0.0,0.0,0.0,0.0,2 days,2.0,1.0,177500.0
2016,Modoc,3102.0,0.0,0.0,0.0,0.0,5 days45 days,50.0,2.0,150004.0
2016,Mono,8916.0,5.0,0.0,0.0,0.0,11 days9 days29 days,49.0,3.0,0.0
2016,Monterey,145399.0,69.0,5.0,1.0,0.0,4 days4 days16 days14 days84 days,104.0,5.0,11222283.0
2016,Napa,,,,,,,,,300120.0
2016,Nevada,,,,,,,,,1080921.0
