County,Fire Name,Start,Contained,Acres,Duration,Total Deaths,Year,Month
TRINITY,EAST,2019-06-17,2019-07-18,410.0,14,0,2019,6
TRINITY,EAST,2019-06-17,2019-07-18,0.0,18,0,2019,7
TULARE,COW,2019-07-25,2019-10-11,0.0,31,0,2019,8
TULARE,COW,2019-07-25,2019-10-11,0.0,11,0,2019,10
TULARE,COW,2019-07-25,2019-10-11,6075.0,7,0,2019,7
TULARE,COW,2019-07-25,2019-10-11,0.0,30,0,2019,9
MONO,SPRINGS,2019-07-26,2019-10-01,0.0,1,0,2019,10
MONO,SPRINGS,2019-07-26,2019-10-01,14520.0,6,0,2019,7
MONO,SPRINGS,2019-07-26,2019-10-01,0.0,31,0,2019,8
MONO,SPRINGS,2019-07-26,2019-10-01,0.0,30,0,2019,9
MODOC,TUCKER,2019-07-28,2019-08-04,14150.0,4,0,2019,7
MODOC,TUCKER,2019-07-28,2019-08-04,0.0,4,0,2019,8
MONTEREY,LAKE,2019-07-29,2019-08-01,0.0,1,0,2019,8
MONTEREY,LAKE,2019-07-29,2019-08-01,306.0,3,0,2019,7
MONTEREY,MILL,2019-07-30,2019-08-08,0.0,8,0,2019,8
MONTEREY,MILL,2019-07-30,2019-08-08,310.0,2,0,2019,7
TULARE,BRODER,2019-08-08,2019-09-20,381.0,24,0,2019,8
TULARE,BRODER,2019-08-08,2019-09-20,0.0,20,0,2019,9
LASSEN,R-1 RANCH,2019-08-28,2019-09-04,0.0,4,0,2019,9
LASSEN,R-1 RANCH,2019-08-28,2019-09-04,3380.0,4,0,2019,8
TULARE,CREEK,2019-08-31,2019-09-04,756.0,1,0,2019,8
TULARE,CREEK,2019-08-31,2019-09-04,0.0,4,0,2019,9
INYO,TABOOSE,2019-09-04,2019-11-21,0.0,21,0,2019,11
INYO,TABOOSE,2019-09-04,2019-11-21,0.0,31,0,2019,10
INYO,TABOOSE,2019-09-04,2019-11-21,20800.0,27,0,2019,9
TEHAMA,SOUTH,2019-09-05,2019-11-27,0.0,27,0,2019,11
TEHAMA,SOUTH,2019-09-05,2019-11-27,0.0,31,0,2019,10
TRINITY,MIDDLE,2019-09-05,2019-10-11,1339.0,26,0,2019,9
TRINITY,MIDDLE,2019-09-05,2019-10-11,0.0,11,0,2019,10
TEHAMA,SOUTH,2019-09-05,2019-11-27,10664.0,26,0,2019,9
SONOMA,KINCADE,2019-10-23,2019-11-10,77758.0,9,0,2019,10
SONOMA,KINCADE,2019-10-23,2019-11-10,0.0,10,0,2019,11
MENDOCINO,BURRIS,2019-10-27,2019-11-02,0.0,2,0,2019,11
MENDOCINO,BURRIS,2019-10-27,2019-11-02,703.0,5,0,2019,10
LOS ANGELES,GETTY,2019-10-28,2019-11-14,745.0,4,0,2019,10
LOS ANGELES,GETTY,2019-10-28,2019-11-14,0.0,14,0,2019,11
VENTURA,EASY,2019-10-30,2019-11-08,2375.0,2,0,2019,10
VENTURA,EASY,2019-10-30,2019-11-08,0.0,8,0,2019,11
RIVERSIDE,HILL,2019-10-31,2019-11-03,628.0,1,0,2019,10
VENTURA,MARIA,2019-10-31,2019-11-06,0.0,6,0,2019,11
VENTURA,MARIA,2019-10-31,2019-11-06,9999.0,1,0,2019,10
RIVERSIDE,HILL,2019-10-31,2019-11-03,0.0,3,0,2019,11
SANTA BARBARA,CAVE,2019-11-25,2019-12-13,3126.0,6,0,2019,11
SANTA BARBARA,CAVE,2019-11-25,2019-12-13,0.0,13,0,2019,12
SANTA BARBARA,SCORPION,2020-05-31,2020-06-05,0.0,5,0,2020,6
SANTA BARBARA,SCORPION,2020-05-31,2020-06-05,1395.0,1,0,2020,5
LASSEN,HOG,2020-07-18,2020-08-28,9564.0,14,0,2020,7
LASSEN,HOG,2020-07-18,2020-08-28,0.0,28,0,2020,8
LASSEN,GOLD,2020-07-20,2020-09-29,0.0,29,0,2020,9
LASSEN,GOLD,2020-07-20,2020-09-29,0.0,31,0,2020,8
LASSEN,GOLD,2020-07-20,2020-09-29,45228.0,12,0,2020,7
SISKIYOU,JULY COMPLEX,2020-07-22,2020-08-22,0.0,22,0,2020,8
SISKIYOU,JULY COMPLEX,2020-07-22,2020-08-22,83261.0,10,0,2020,7
MARIPOSA,BLUEJAY,2020-07-24,2020-11-19,0.0,31,0,2020,10
MARIPOSA,BLUEJAY,2020-07-24,2020-11-19,27688.0,8,0,2020,7
MARIPOSA,BLUEJAY,2020-07-24,2020-11-19,0.0,19,0,2020,11
MARIPOSA,BLUEJAY,2020-07-24,2020-11-19,0.0,30,0,2020,9
MARIPOSA,BLUEJAY,2020-07-24,2020-11-19,0.0,31,0,2020,8
HUMBOLDT,RED SALMON COMPLEX,2020-07-28,2020-11-16,578792.0,4,0,2020,7
HUMBOLDT,RED SALMON COMPLEX,2020-07-28,2020-11-16,0.0,31,0,2020,8
HUMBOLDT,RED SALMON COMPLEX,2020-07-28,2020-11-16,0.0,30,0,2020,9
HUMBOLDT,RED SALMON COMPLEX,2020-07-28,2020-11-16,0.0,31,0,2020,10
HUMBOLDT,RED SALMON COMPLEX,2020-07-28,2020-11-16,0.0,16,0,2020,11
SAN LUIS OBISPO,BRANCH,2020-07-28,2020-08-03,0.0,3,0,2020,8
SAN LUIS OBISPO,BRANCH,2020-07-28,2020-08-03,3222.0,4,0,2020,7
RIVERSIDE,APPLE,2020-07-31,2020-11-18,0.0,18,0,2020,11
RIVERSIDE,APPLE,2020-07-31,2020-11-18,0.0,31,0,2020,8
RIVERSIDE,APPLE,2020-07-31,2020-11-18,133696.0,1,0,2020,7
RIVERSIDE,APPLE,2020-07-31,2020-11-18,0.0,30,0,2020,9
RIVERSIDE,APPLE,2020-07-31,2020-11-18,0.0,31,0,2020,10
FRESNO,TRIMMER,2020-08-03,2020-09-01,0.0,1,0,2020,9
FRESNO,TRIMMER,2020-08-03,2020-09-01,594.0,29,0,2020,8
TUOLUMNE,WOLF,2020-08-11,2020-11-19,0.0,19,0,2020,11
TUOLUMNE,WOLF,2020-08-11,2020-11-19,0.0,31,0,2020,10
TUOLUMNE,WOLF,2020-08-11,2020-11-19,0.0,30,0,2020,9
TUOLUMNE,WOLF,2020-08-11,2020-11-19,6171.0,21,0,2020,8
LOS ANGELES,LAKE,2020-08-12,2020-09-30,31089.0,20,0,2020,8
LOS ANGELES,LAKE,2020-08-12,2020-09-30,0.0,30,0,2020,9
LOS ANGELES,RANCH 2,2020-08-13,2020-09-03,0.0,3,0,2020,9
LOS ANGELES,RANCH 2,2020-08-13,2020-09-03,4237.0,19,0,2020,8
FRESNO,HILLS,2020-08-15,2020-09-27,2121.0,17,1,2020,8
FRESNO,HILLS,2020-08-15,2020-09-27,0.0,27,0,2020,9
CONTRA COSTA,"SCU LIGHTNING
COMPLEX",2020-08-16,2020-09-15,0.0,15,0,2020,9
SAN MATEO,"CZU AUGUST LIGHTNING
COMPLEX",2020-08-16,2020-09-22,0.0,22,0,2020,9
SAN MATEO,"CZU AUGUST LIGHTNING
COMPLEX",2020-08-16,2020-09-22,86509.0,16,1,2020,8
CONTRA COSTA,"SCU LIGHTNING
COMPLEX",2020-08-16,2020-09-15,396625.0,16,0,2020,8
TULARE,RATTLESNAKE,2020-08-16,2020-12-31,0.0,31,0,2020,10
TULARE,RATTLESNAKE,2020-08-16,2020-12-31,0.0,30,0,2020,9
TULARE,RATTLESNAKE,2020-08-16,2020-12-31,0.0,30,0,2020,11
TULARE,RATTLESNAKE,2020-08-16,2020-12-31,0.0,31,0,2020,12
MONTEREY,RIVER,2020-08-16,2020-09-04,48088.0,16,0,2020,8
MONTEREY,RIVER,2020-08-16,2020-09-04,0.0,4,0,2020,9
TULARE,RATTLESNAKE,2020-08-16,2020-12-31,33676.0,16,0,2020,8
NAPA,"LNU LIGHTNING
COMPLEX",2020-08-17,2020-09-22,363220.0,15,5,2020,8
NAPA,"LNU LIGHTNING
COMPLEX",2020-08-17,2020-09-22,0.0,22,0,2020,9
TRINITY,AUGUST COMPLEX,2020-08-17,2020-11-15,0.0,30,0,2020,9
PLUMAS,SHEEP,2020-08-17,2020-09-09,0.0,9,0,2020,9
TRINITY,AUGUST COMPLEX,2020-08-17,2020-11-15,0.0,31,0,2020,10
BUTTE,"BUTTE TEHAMA GLENN
COMPLEX",2020-08-17,2020-09-16,19609.0,15,0,2020,8
TRINITY,AUGUST COMPLEX,2020-08-17,2020-11-15,0.0,15,0,2020,11
TRINITY,"AUGUST COMPLEX WEST
ZONE",2020-08-17,2020-10-15,286362.0,15,0,2020,8
TRINITY,AUGUST COMPLEX,2020-08-17,2020-11-15,2668401.0,15,3,2020,8
TRINITY,"AUGUST COMPLEX WEST
ZONE",2020-08-17,2020-10-15,0.0,30,0,2020,9
TRINITY,"AUGUST COMPLEX WEST
ZONE",2020-08-17,2020-10-15,0.0,15,0,2020,10
PLUMAS,SHEEP,2020-08-17,2020-09-09,29570.0,15,0,2020,8
NEVADA,JONES,2020-08-17,2020-09-06,705.0,15,0,2020,8
BUTTE,"BUTTE TEHAMA GLENN
COMPLEX",2020-08-17,2020-09-16,0.0,16,0,2020,9
PLUMAS,NORTH COMPLEX,2020-08-17,2020-11-30,0.0,30,0,2020,11
PLUMAS,NORTH COMPLEX,2020-08-17,2020-11-30,0.0,31,0,2020,10
PLUMAS,NORTH COMPLEX,2020-08-17,2020-11-30,0.0,30,0,2020,9
PLUMAS,NORTH COMPLEX,2020-08-17,2020-11-30,956805.0,15,48,2020,8
NEVADA,JONES,2020-08-17,2020-09-06,0.0,6,0,2020,9
MARIN,WOODWARD,2020-08-18,2020-10-01,9858.0,14,0,2020,8
MONTEREY,DOLAN,2020-08-18,2020-12-31,0.0,30,0,2020,9
MONTEREY,DOLAN,2020-08-18,2020-12-31,499696.0,14,0,2020,8
MONTEREY,DOLAN,2020-08-18,2020-12-31,0.0,31,0,2020,10
MONTEREY,CARMEL,2020-08-18,2020-09-06,0.0,6,0,2020,9
MONTEREY,DOLAN,2020-08-18,2020-12-31,0.0,31,0,2020,12
MONTEREY,CARMEL,2020-08-18,2020-09-06,6901.0,14,0,2020,8
LASSEN,W-5 COLD SPRINGS,2020-08-18,2020-09-13,84817.0,14,0,2020,8
MONTEREY,DOLAN,2020-08-18,2020-12-31,0.0,30,0,2020,11
MARIN,WOODWARD,2020-08-18,2020-10-01,0.0,1,0,2020,10
LASSEN,W-5 COLD SPRINGS,2020-08-18,2020-09-13,0.0,13,0,2020,9
MARIN,WOODWARD,2020-08-18,2020-10-01,0.0,30,0,2020,9
TULARE,SQF COMPLEX,2020-08-19,2021-01-07,0.0,31,0,2020,12
TULARE,SQF COMPLEX,2020-08-19,2021-01-07,0.0,30,0,2020,11
TULARE,SQF COMPLEX,2020-08-19,2021-01-07,875095.0,7,0,2021,1
TULARE,SQF COMPLEX,2020-08-19,2021-01-07,0.0,13,0,2020,8
TULARE,SQF COMPLEX,2020-08-19,2021-01-07,0.0,30,0,2020,9
TULARE,SQF COMPLEX,2020-08-19,2021-01-07,0.0,31,0,2020,10
TULARE,MORAINE,2020-08-21,2020-12-31,0.0,31,0,2020,12
TULARE,MORAINE,2020-08-21,2020-12-31,0.0,30,0,2020,11
TULARE,MORAINE,2020-08-21,2020-12-31,0.0,31,0,2020,10
TULARE,MORAINE,2020-08-21,2020-12-31,0.0,30,0,2020,9
TULARE,MORAINE,2020-08-21,2020-12-31,5264.0,11,0,2020,8
MONO,SLINK,2020-08-29,2020-10-15,53518.0,3,0,2020,8
MONO,SLINK,2020-08-29,2020-10-15,0.0,30,0,2020,9
MONO,SLINK,2020-08-29,2020-10-15,0.0,15,0,2020,10
FRESNO,CREEK,2020-09-04,2020-12-31,1139685.0,27,0,2020,9
FRESNO,CREEK,2020-09-04,2020-12-31,0.0,31,0,2020,10
FRESNO,CREEK,2020-09-04,2020-12-31,0.0,31,0,2020,12
FRESNO,CREEK,2020-09-04,2020-12-31,0.0,30,0,2020,11
SAN BERNARDINO,EL DORADO,2020-09-05,2020-11-16,0.0,16,0,2020,11
SAN BERNARDINO,EL DORADO,2020-09-05,2020-11-16,45488.0,26,2,2020,9
SAN BERNARDINO,EL DORADO,2020-09-05,2020-11-16,0.0,31,0,2020,10
LOS ANGELES,BOBCAT,2020-09-06,2020-11-30,0.0,30,0,2020,11
LOS ANGELES,BOBCAT,2020-09-06,2020-11-30,0.0,31,0,2020,10
LOS ANGELES,BOBCAT,2020-09-06,2020-11-30,231994.0,25,0,2020,9
FRESNO,BULLFROG,2020-09-08,2020-11-15,2370.0,23,0,2020,9
SISKIYOU,SLATER,2020-09-08,2020-11-15,0.0,15,0,2020,11
SISKIYOU,SLATER,2020-09-08,2020-11-15,0.0,31,0,2020,10
FRESNO,BULLFROG,2020-09-08,2020-11-15,0.0,31,0,2020,10
EL DORADO,FORK,2020-09-08,2020-11-08,0.0,8,0,2020,11
EL DORADO,FORK,2020-09-08,2020-11-08,0.0,31,0,2020,10
EL DORADO,FORK,2020-09-08,2020-11-08,3346.0,23,0,2020,9
SISKIYOU,SLATER,2020-09-08,2020-11-15,314540.0,23,4,2020,9
FRESNO,BULLFROG,2020-09-08,2020-11-15,0.0,15,0,2020,11
SISKIYOU,DEVIL,2020-09-09,2020-11-07,17714.0,22,0,2020,9
SISKIYOU,DEVIL,2020-09-09,2020-11-07,0.0,31,0,2020,10
SISKIYOU,DEVIL,2020-09-09,2020-11-07,0.0,7,0,2020,11
SHASTA,ZOGG,2020-09-27,2020-10-14,0.0,14,0,2020,10
NAPA,GLASS,2020-09-27,2020-10-20,0.0,20,0,2020,10
NAPA,GLASS,2020-09-27,2020-10-20,67484.0,4,0,2020,9
SHASTA,ZOGG,2020-09-27,2020-10-14,56338.0,4,4,2020,9
MONTEREY,COLEMAN,2020-10-18,2020-11-15,574.0,14,0,2020,10
MONTEREY,COLEMAN,2020-10-18,2020-11-15,0.0,15,0,2020,11
ORANGE,BLUE RIDGE,2020-10-26,2020-11-07,13694.0,6,0,2020,10
ORANGE,SILVERADO,2020-10-26,2020-11-07,0.0,7,0,2020,11
ORANGE,BLUE RIDGE,2020-10-26,2020-11-07,0.0,7,0,2020,11
ORANGE,SILVERADO,2020-10-26,2020-11-07,12466.0,6,0,2020,10
LOS ANGELES,NORTH,2021-04-28,2021-05-02,0.0,2,0,2021,5
LOS ANGELES,NORTH,2021-04-28,2021-05-02,650.0,3,0,2021,4
MONTEREY,SARGENTS,2021-05-30,2021-06-02,0.0,2,0,2021,6
MONTEREY,SARGENTS,2021-05-30,2021-06-02,1118.0,2,0,2021,5
MONTEREY,WILLOW,2021-06-17,2021-07-11,2877.0,14,0,2021,6
MONTEREY,WILLOW,2021-06-17,2021-07-11,0.0,11,0,2021,7
TULARE,NETTLE,2021-06-18,2021-07-01,1265.0,13,0,2021,6
TULARE,NETTLE,2021-06-18,2021-07-01,0.0,1,0,2021,7
INYO,INYO CREEK,2021-06-19,2021-07-06,592.0,12,0,2021,6
INYO,INYO CREEK,2021-06-19,2021-07-06,0.0,6,0,2021,7
SISKIYOU,LAVA,2021-06-24,2021-09-01,79227.0,7,0,2021,6
SISKIYOU,LAVA,2021-06-24,2021-09-01,0.0,31,0,2021,7
SISKIYOU,LAVA,2021-06-24,2021-09-01,0.0,31,0,2021,8
SISKIYOU,LAVA,2021-06-24,2021-09-01,0.0,1,0,2021,9
ALPINE,HENRY,2021-06-25,2021-08-27,2640.0,6,0,2021,6
ALPINE,HENRY,2021-06-25,2021-08-27,0.0,31,0,2021,7
ALPINE,HENRY,2021-06-25,2021-08-27,0.0,27,0,2021,8
KERN,SHELL,2021-06-27,2021-07-01,1984.0,4,0,2021,6
KERN,SHELL,2021-06-27,2021-07-01,0.0,1,0,2021,7
SISKIYOU,TENNANT,2021-06-28,2021-07-31,10580.0,3,0,2021,6
SISKIYOU,TENNANT,2021-06-28,2021-07-31,0.0,31,0,2021,7
SHASTA,SALT,2021-06-30,2021-07-19,0.0,19,0,2021,7
SHASTA,SALT,2021-06-30,2021-07-19,12660.0,1,0,2021,6
TUOLUMNE,LUKENS,2021-07-01,2021-08-15,0.0,15,0,2021,8
TUOLUMNE,LUKENS,2021-07-01,2021-08-15,867.0,31,0,2021,7
PLUMAS,"BECKWOURTH
COMPLEX",2021-07-03,2021-10-01,0.0,30,0,2021,9
PLUMAS,"BECKWOURTH
COMPLEX",2021-07-03,2021-10-01,0.0,1,0,2021,10
PLUMAS,"BECKWOURTH
COMPLEX",2021-07-03,2021-10-01,0.0,31,0,2021,8
PLUMAS,"BECKWOURTH
COMPLEX",2021-07-03,2021-10-01,317010.0,29,0,2021,7
ALPINE,TAMARACK,2021-07-04,2021-10-15,0.0,15,0,2021,10
ALPINE,TAMARACK,2021-07-04,2021-10-15,0.0,31,0,2021,8
ALPINE,TAMARACK,2021-07-04,2021-10-15,205911.0,28,0,2021,7
ALPINE,TAMARACK,2021-07-04,2021-10-15,0.0,30,0,2021,9
PLUMAS,DIXIE,2021-07-13,2021-10-26,2889927.0,19,0,2021,7
PLUMAS,DIXIE,2021-07-13,2021-10-26,0.0,30,0,2021,9
PLUMAS,DIXIE,2021-07-13,2021-10-26,0.0,26,0,2021,10
PLUMAS,DIXIE,2021-07-13,2021-10-26,0.0,31,0,2021,8
KERN,PEAK,2021-07-20,2021-08-03,2098.0,12,0,2021,7
KERN,PEAK,2021-07-20,2021-08-03,0.0,3,0,2021,8
SHASTA,MCFARLAND,2021-07-29,2021-09-09,0.0,9,0,2021,9
SHASTA,MCFARLAND,2021-07-29,2021-09-09,245306.0,3,0,2021,7
SHASTA,MCFARLAND,2021-07-29,2021-09-09,0.0,31,0,2021,8
TRINITY,MONUMENT,2021-07-30,2021-11-01,0.0,31,0,2021,10
TRINITY,MONUMENT,2021-07-30,2021-11-01,0.0,30,0,2021,9
TRINITY,MONUMENT,2021-07-30,2021-11-01,0.0,31,0,2021,8
TRINITY,MONUMENT,2021-07-30,2021-11-01,892496.0,2,0,2021,7
SISKIYOU,RIVER COMPLEX,2021-07-30,2021-11-01,0.0,1,0,2021,11
SISKIYOU,RIVER COMPLEX,2021-07-30,2021-11-01,0.0,30,0,2021,9
SISKIYOU,RIVER COMPLEX,2021-07-30,2021-11-01,0.0,31,0,2021,8
SISKIYOU,RIVER COMPLEX,2021-07-30,2021-11-01,797436.0,2,0,2021,7
SISKIYOU,RIVER COMPLEX,2021-07-30,2021-11-01,0.0,31,0,2021,10
TRINITY,MONUMENT,2021-07-30,2021-11-01,0.0,1,0,2021,11
LOS ANGELES,HUNGRY,2021-07-31,2021-08-02,364.0,1,0,2021,7
LOS ANGELES,HUNGRY,2021-07-31,2021-08-02,0.0,2,0,2021,8
TUOLUMNE,TILTILL,2021-07-31,2021-10-22,0.0,22,0,2021,10
SISKIYOU,MCCASH,2021-07-31,2021-10-31,0.0,31,0,2021,8
SISKIYOU,MCCASH,2021-07-31,2021-10-31,284886.0,1,0,2021,7
TUOLUMNE,TILTILL,2021-07-31,2021-10-22,0.0,31,0,2021,8
TUOLUMNE,TILTILL,2021-07-31,2021-10-22,0.0,30,0,2021,9
TUOLUMNE,TILTILL,2021-07-31,2021-10-22,7050.0,1,0,2021,7
SISKIYOU,MCCASH,2021-07-31,2021-10-31,0.0,31,0,2021,10
SISKIYOU,MCCASH,2021-07-31,2021-10-31,0.0,30,0,2021,9
SISKIYOU,ANTELOPE,2021-08-01,2021-10-13,0.0,13,0,2021,10
SISKIYOU,ANTELOPE,2021-08-01,2021-10-13,291264.0,31,0,2021,8
SISKIYOU,ANTELOPE,2021-08-01,2021-10-13,0.0,30,0,2021,9
PLACER,RIVER,2021-08-04,2021-09-22,0.0,22,0,2021,9
PLACER,RIVER,2021-08-04,2021-09-22,2619.0,28,0,2021,8
EL DORADO,CALDOR,2021-08-14,2021-10-21,0.0,21,0,2021,10
EL DORADO,CALDOR,2021-08-14,2021-10-21,443670.0,18,0,2021,8
EL DORADO,CALDOR,2021-08-14,2021-10-21,0.0,30,0,2021,9
TULARE,WALKERS,2021-08-15,2021-10-02,17554.0,17,0,2021,8
TULARE,WALKERS,2021-08-15,2021-10-02,0.0,2,0,2021,10
TULARE,WALKERS,2021-08-15,2021-10-02,0.0,30,0,2021,9
KERN,FRENCH,2021-08-18,2021-10-20,0.0,20,0,2021,10
KERN,FRENCH,2021-08-18,2021-10-20,0.0,30,0,2021,9
KERN,FRENCH,2021-08-18,2021-10-20,53070.0,14,0,2021,8
CALAVERAS,AIROLA,2021-08-25,2021-09-02,0.0,2,0,2021,9
CALAVERAS,AIROLA,2021-08-25,2021-09-02,639.0,7,0,2021,8
SAN BERNARDINO,SOUTH,2021-08-25,2021-09-01,680.0,7,0,2021,8
SAN BERNARDINO,SOUTH,2021-08-25,2021-09-01,0.0,1,0,2021,9
RIVERSIDE,CHAPARRAL,2021-08-28,2021-09-08,1427.0,4,0,2021,8
RIVERSIDE,CHAPARRAL,2021-08-28,2021-09-08,0.0,8,0,2021,9
HUMBOLDT,KNOB,2021-08-29,2021-09-12,2421.0,3,0,2021,8
HUMBOLDT,KNOB,2021-08-29,2021-09-12,0.0,12,0,2021,9
SAN BERNARDINO,POND,2021-08-30,2021-09-04,0.0,4,0,2021,9
SAN BERNARDINO,POND,2021-08-30,2021-09-04,491.0,2,0,2021,8
TULARE,WINDY,2021-09-09,2021-11-11,0.0,11,0,2021,11
TULARE,WINDY,2021-09-09,2021-11-11,195056.0,22,0,2021,9
TULARE,WINDY,2021-09-09,2021-11-11,0.0,31,0,2021,10
TULARE,"KNP
COMPLEX",2021-09-11,2021-12-17,0.0,17,0,2021,12
TULARE,"KNP
COMPLEX",2021-09-11,2021-12-17,0.0,31,0,2021,10
TULARE,"KNP
COMPLEX",2021-09-11,2021-12-17,264921.0,20,0,2021,9
TULARE,"KNP
COMPLEX",2021-09-11,2021-12-17,0.0,30,0,2021,11
SHASTA,FAWN,2021-09-22,2021-10-02,0.0,2,0,2021,10
SHASTA,FAWN,2021-09-22,2021-10-02,8578.0,9,0,2021,9
SANTA BARBARA,ALISAL,2021-10-11,2021-11-21,16970.0,21,0,2021,10
SANTA BARBARA,ALISAL,2021-10-11,2021-11-21,0.0,21,0,2021,11
MONTEREY,COLORADO,2022-01-21,2022-02-02,0.0,2,0,2022,2
MONTEREY,COLORADO,2022-01-21,2022-02-02,687.0,11,0,2022,1
NAPA,OLD,2022-05-31,2022-06-05,0.0,5,0,2022,6
NAPA,OLD,2022-05-31,2022-06-05,570.0,1,0,2022,5
SAN LUIS OBISPO,CAMINO,2022-06-28,2022-07-03,387.0,3,0,2022,6
NEVADA,RICES,2022-06-28,2022-07-05,904.0,3,0,2022,6
SAN LUIS OBISPO,CAMINO,2022-06-28,2022-07-03,0.0,3,0,2022,7
GLENN,BURROWS,2022-06-28,2022-07-03,0.0,3,0,2022,7
GLENN,BURROWS,2022-06-28,2022-07-03,317.0,3,0,2022,6
NEVADA,RICES,2022-06-28,2022-07-05,0.0,5,0,2022,7
MARIPOSA,OAK,2022-07-22,2022-09-02,0.0,31,0,2022,8
MARIPOSA,OAK,2022-07-22,2022-09-02,38488.0,10,0,2022,7
MARIPOSA,OAK,2022-07-22,2022-09-02,0.0,2,0,2022,9
SAN DIEGO,BORDER 32,2022-08-31,2022-09-05,4456.0,1,0,2022,8
SAN DIEGO,BORDER 32,2022-08-31,2022-09-05,0.0,5,0,2022,9
LOS ANGELES,ROUTE,2022-08-31,2022-09-06,0.0,6,0,2022,9
LOS ANGELES,ROUTE,2022-08-31,2022-09-06,5208.0,1,0,2022,8
SISKIYOU,MOUNTAIN,2022-09-02,2022-10-30,13440.0,29,0,2022,9
SISKIYOU,MOUNTAIN,2022-09-02,2022-10-30,0.0,30,0,2022,10
PLACER,MOSQUITO,2022-09-06,2022-10-22,0.0,22,0,2022,10
PLACER,MOSQUITO,2022-09-06,2022-10-22,76788.0,25,0,2022,9
MODOC,BARNES,2022-09-07,2022-09-28,5843.0,22,0,2022,9
