County,Fire Name,Start,Contained,Acres,Strux_Destr,Strux_Dmgd,Deaths_FF,Deaths_Civil,Duration
TRINITY,KERLIN,2018-09-04,2018-09-17,"1,751",5,0,0,0,14 days
SHASTA,DELTA,2018-09-05,2018-10-11,"63,311",42,4,0,0,37 days
TUOLUMNE,TULLOCH,2018-09-08,2018-09-10,573,0,0,0,0,3 days
NAPA,SNELL,2018-09-08,2018-09-15,"2,490",0,0,0,0,8 days
MONTEREY,METZ,2018-09-13,2018-09-15,411,0,0,0,0,3 days
MADERA,OAK,2018-09-22,2018-09-29,360,0,0,0,0,8 days
LOS ANGELES,CHARLIE,2018-09-22,2018-09-30,"3,380",0,0,0,0,9 days
MONTEREY,NACIMIENTO,2018-10-02,2018-10-03,450,0,0,0,0,2 days
TULARE,ALDER,2018-10-04,2018-12-22,"4,654",0,0,0,0,80 days
TEHAMA,SUN,2018-10-07,2018-10-07,"3,889",0,0,0,0,1 days
SOLANO,BRANSCOMBE,2018-10-07,2018-10-08,"4,500",2,0,0,0,2 days
TULARE,MOUNTAINEER,2018-10-13,2018-12-22,"1,270",0,0,0,0,71 days
BUTTE,JUNES,2018-10-30,2018-11-12,550,0,0,0,0,14 days
VENTURA,HILL,2018-11-08,2018-11-16,"4,381",4,2,0,0,9 days
VENTURA,WOOLSEY,2018-11-08,2018-11-22,"96,949",0,364,0,3,15 days
BUTTE,CAMP,2018-11-08,2018-12-20,"153,336",0,754,0,85,43 days
RIVERSIDE,LINCOLN,2019-03-15,2019-03-20,560,0,0,0,0,6 days
KERN,REFUGE,2019-05-07,2019-05-08,"2,500",0,0,0,0,2 days
TUOLOMNE,ROSASCO,2019-05-23,2019-09-11,731,0,0,0,0,112 days
SAN LUIS OBISPO,BELMONT,2019-05-29,2019-05-29,835,0,0,0,0,1 days
SAN LUIS OBISPO,BOULDER,2019-06-05,2019-06-05,"1,075",0,0,0,0,1 days
STANISLAUS,STUHR,2019-06-07,2019-06-07,581,0,0,0,0,1 days
SUTTER,WEST BUTTE,2019-06-08,2019-06-09,"1,300",7,0,0,0,2 days
COLUSA,SAND,2019-06-08,2020-06-15,"2,220",4,0,0,0,374 days
TULARE,JORDAN,2019-06-09,2019-07-01,591,0,0,0,0,23 days
SAN LUIS OBISPO,MCMILLAN,2019-06-12,2019-06-13,"1,763",0,0,0,0,2 days
TRINITY,EAST,2019-06-17,2019-07-18,410,0,0,0,0,32 days
RIVERSIDE,JERRY,2019-06-21,2019-06-21,500,0,0,0,0,1 days
MONTEREY,LONOAK,2019-06-25,2019-06-26,"2,546",0,0,0,0,2 days
STANISLAUS,ROCK,2019-06-25,2019-06-27,"2,420",0,0,0,0,3 days
SAN LUIS OBISPO,GILLIS,2019-07-08,2019-07-09,"1,010",1,1,0,0,2 days
TULARE,COW,2019-07-25,2019-10-11,"2,025",0,0,0,0,79 days
MONO,SPRINGS,2019-07-26,2019-10-01,"4,840",0,0,0,0,68 days
MODOC,TUCKER,2019-07-28,2019-08-04,"14,150",0,0,0,0,8 days
MONTEREY,LAKE,2019-07-29,2019-08-01,306,0,0,0,0,4 days
MONTEREY,MILL,2019-07-30,2019-08-08,310,0,0,0,0,10 days
SAN DIEGO,CALIENTE,2019-08-01,2019-08-03,448,0,0,0,0,3 days
CONTRA COSTA,MARSH CREEK 3,2019-08-03,2019-08-07,340,0,0,0,0,5 days
LASSEN,W-1 MCDONALD,2019-08-08,2019-08-11,"1,020",0,0,0,0,4 days
TULARE,BRODER,2019-08-08,2019-09-20,381,0,0,0,0,44 days
SAN BERNARDINO,BARSTOW,2019-08-11,2019-08-12,685,0,0,0,0,2 days
MARIPOSA,HUNTER,2019-08-15,2019-08-15,433,0,0,0,0,1 days
MARIPOSA,GAINES,2019-08-16,2019-08-20,"1,300",0,0,0,0,5 days
SHASTA,MOUNTAIN,2019-08-22,2019-08-31,600,14,7,0,0,10 days
LASSEN,LONG VALLEY,2019-08-24,2019-08-27,"2,438",1,4,0,0,4 days
LASSEN,R-1 RANCH,2019-08-28,2019-09-04,"3,380",0,0,0,0,8 days
TULARE,CREEK,2019-08-31,2019-09-04,756,0,0,0,0,5 days
RIVERSIDE,TENAJA,2019-09-04,2019-09-14,"1,926",0,3,0,0,11 days
PLUMAS,WALKER,2019-09-04,2019-09-25,"54,608",9,0,0,0,22 days
INYO,TABOOSE,2019-09-04,2019-11-21,"10,400",0,0,0,0,79 days
TEHAMA,RED BANK,2019-09-05,2019-09-17,"8,836",2,0,0,0,13 days
MODOC,LONE,2019-09-05,2019-09-17,"5,737",0,0,0,0,13 days
SISKIYOU,LIME,2019-09-05,2019-09-25,"1,872",0,0,0,0,21 days
TRINITY,MIDDLE,2019-09-05,2019-10-11,"1,339",0,0,0,0,37 days
TEHAMA,SOUTH,2019-09-05,2019-11-27,"5,332",2,0,0,0,84 days
BUTTE,SWEDES,2019-09-07,2019-09-09,496,2,1,0,0,3 days
RIVERSIDE,HORSESHOE,2019-09-14,2019-09-17,503,0,0,0,0,4 days
PLACER,BASELINE,2019-09-20,2019-09-21,640,0,0,0,0,2 days
NAPA,AMERICAN,2019-10-06,2019-10-07,526,1,0,0,0,2 days
MARIPOSA,BRICEBURG,2019-10-06,2019-10-20,"5,563",1,0,0,0,15 days
RIVERSIDE,RECHE,2019-10-10,2019-10-12,350,1,1,0,0,3 days
RIVERSIDE,SANDALWOOD,2019-10-10,2019-10-15,"1,011",73,16,0,2,6 days
LOS ANGELES,SADDLE RIDGE,2019-10-10,2019-10-26,"8,799",24,91,0,1,17 days
EL DORADO,CAPLES,2019-10-10,2019-10-31,"3,435",0,0,0,0,22 days
SANTA BARBARA,REAL,2019-10-17,2019-10-21,420,0,0,0,0,5 days
SONOMA,KINCADE,2019-10-23,2019-11-10,"77,758",374,60,0,0,19 days
LOS ANGELES,TICK,2019-10-24,2019-10-31,"3,950",29,46,0,0,8 days
TEHAMA,RAWSON,2019-10-26,2019-10-27,605,1,3,0,0,2 days
MENDOCINO,BURRIS,2019-10-27,2019-11-02,703,0,0,0,0,7 days
LOS ANGELES,GETTY,2019-10-28,2019-11-14,745,13,19,0,0,18 days
VENTURA,EASY,2019-10-30,2019-11-08,"2,375",1,1,0,0,10 days
RIVERSIDE,46TH,2019-10-31,2019-10-31,328,7,7,0,0,1 days
RIVERSIDE,HILL,2019-10-31,2019-11-03,628,0,0,0,0,4 days
VENTURA,MARIA,2019-10-31,2019-11-06,"9,999",4,0,0,0,7 days
TEHAMA,RANCH,2019-11-03,2019-11-06,"2,534",0,1,0,0,4 days
PLACER,FOOTHILLS,2019-11-25,2019-11-25,308,0,0,0,0,1 days
SANTA BARBARA,CAVE,2019-11-25,2019-12-13,"3,126",0,1,0,0,19 days
