County,Fire Name,Start,Contained,Acres,Deaths_FF,Deaths_Civil,Duration,Strux_Destr,Strux_Dmgd,Year
KERN,"BRECKENRIDGE
COMPLEX",2011-09-10,2011-09-17,25213,0,0,8,0,0,2011
TULARE,TENNESSEE,2011-09-11,2011-09-12,380,0,0,2,0,0,2011
EL DORADO,LONG,2011-09-12,2011-11-11,483,0,0,61,0,0,2011
INYO,JOHN,2011-09-13,2011-09-16,5300,0,0,4,0,0,2011
MARIPOSA,TAMARACK,2011-09-13,2011-10-17,1015,0,0,35,0,0,2011
TUOLUMNE,BURST COMPLEX,2011-09-15,2011-09-15,508,0,0,1,0,0,2011
LOS ANGELES,MINT,2011-09-17,2011-09-30,634,0,0,14,0,0,2011
TULARE,"TUU SEPT
LIGHTNING",2011-09-23,2011-09-24,350,0,0,2,0,0,2011
KERN,OLD FIRE,2011-09-23,2011-09-24,410,0,0,2,0,0,2011
KERN,65 FIRE,2011-09-23,2011-09-24,2005,0,0,2,0,0,2011
TRINITY,RUTH,2011-09-23,2011-11-15,1460,0,0,54,31,0,2011
RIVERSIDE,WINDY POINT,2011-09-25,2011-10-03,541,0,0,9,0,0,2011
SAN DIEGO,GREAT,2011-10-01,2011-10-07,2135,0,0,7,0,0,2011
CALAVERAS,BLUE,2011-12-01,2011-12-06,698,0,0,6,0,0,2011
EL DORADO,SALT,2011-12-01,2012-01-04,342,0,0,35,0,0,2011
MARIPOSA,RIVER,2012-05-18,2012-05-22,320,0,0,5,0,0,2012
SAN DIEGO,BANNER 4,2012-05-24,2012-05-29,5320,0,0,6,0,0,2012
MERCED,BILLY,2012-05-31,2012-05-31,434,0,0,1,0,0,2012
TULARE,GEORGE,2012-06-01,2012-06-15,1707,0,0,15,0,0,2012
LOS ANGELES,5 MILE,2012-06-08,2012-06-09,525,0,0,2,0,0,2012
FRESNO,LASSEN,2012-06-12,2012-06-13,418,0,0,2,0,0,2012
MARIPOSA,GAINES,2012-06-12,2012-06-14,1700,0,0,3,0,0,2012
VENTURA,OZENA,2012-06-16,2012-06-17,361,0,0,2,0,0,2012
RIVERSIDE,HIGHLAND,2012-06-16,2012-06-18,2171,0,0,3,0,0,2012
MARIPOSA,CASCADE,2012-06-18,2012-11-26,1705,0,0,162,0,0,2012
RIVERSIDE,VIEW,2012-06-17,2012-06-18,375,0,0,2,0,0,2012
SAN DIEGO,OLD 2,2012-06-17,2012-06-20,995,0,0,4,2,0,2012
KERN,GULCH,2012-06-19,2012-06-21,385,0,0,3,1,0,2012
VENTURA,HILL,2012-06-23,2012-06-27,689,0,0,5,0,0,2012
SHASTA,DALE,2012-07-05,2012-07-07,1083,0,0,3,2,5,2012
INYO,FISH,2012-07-07,2012-07-09,1103,0,0,3,0,0,2012
COLUSA,MILL,2012-07-07,2012-07-18,29502,0,0,12,5,0,2012
COLUSA,SITES,2012-07-08,2012-07-09,365,0,0,2,0,0,2012
COLUSA,GRAPEVINE,2012-07-08,2012-07-12,1870,0,0,5,0,0,2012
MONTEREY,TURKEY,2012-07-09,2012-07-10,2529,0,0,2,0,0,2012
COLUSA,RAIL,2012-07-09,2012-07-12,1870,0,0,4,0,0,2012
TUOLUMNE,SEVEN,2012-07-10,2012-07-11,840,0,0,2,1,0,2012
TRINITY,FLAT,2012-07-11,2012-07-17,1688,0,0,7,0,0,2012
PLACER,ROBBERS,2012-07-11,2012-07-21,2650,0,0,11,8,0,2012
FRESNO,WOODS CREEK,2012-07-15,2012-07-21,325,0,0,7,0,0,2012
SAN LUIS OBISPO,CALF,2012-07-16,2012-07-18,640,0,0,3,0,0,2012
KERN,SAND,2012-07-17,2012-07-19,1428,0,0,3,1,0,2012
LASSEN,SPANISH,2012-07-18,2012-07-21,1169,0,0,4,0,0,2012
YOLO,FOREST,2012-07-21,2012-07-24,520,0,0,4,0,0,2012
SHASTA,READING,2012-07-23,2012-08-21,28079,0,0,30,0,0,2012
TEHAMA,PASKENTA,2012-07-25,2012-07-25,300,0,0,1,0,0,2012
KERN,GRAPE,2012-07-28,2012-07-29,370,0,0,2,0,0,2012
MENDOCINO,NORTH,2012-07-28,2012-07-30,383,0,0,3,0,0,2012
PLUMAS,PEAK,2012-07-29,2012-08-02,800,0,0,5,0,0,2012
PLUMAS,CHIPS,2012-07-29,2012-08-31,75217,0,0,34,9,0,2012
SHASTA,SALT CREEK,2012-08-01,2012-08-04,980,0,0,4,1,0,2012
RIVERSIDE,VOLCANO,2012-08-01,2012-08-05,356,0,0,5,1,0,2012
SISKIYOU,DILLON,2012-08-03,2012-08-07,318,0,0,5,0,0,2012
RIVERSIDE,RUSHMORE,2012-08-04,2012-08-04,1000,0,0,1,0,0,2012
KERN,PIUTE COMLEX,2012-08-04,2012-08-11,1783,0,0,8,0,0,2012
MODOC,LAKE COMPLEX,2012-08-05,2012-08-09,1668,0,0,5,0,0,2012
FRESNO,BEAR,2012-08-05,2012-08-12,835,0,0,8,0,0,2012
SISKIYOU,FORT COMPLEX,2012-08-05,2012-09-10,23653,0,0,37,0,0,2012
MODOC,"BARRYPOINT
(CA LAND)",2012-08-06,2012-08-28,38394,0,0,23,3,0,2012
MONO,INDIAN,2012-08-08,2012-08-15,12574,0,0,8,0,0,2012
SAN DIEGO,CHIHUAHUA 2,2012-08-09,2012-08-12,2006,0,0,4,0,0,2012
KERN,"JAWBONE
COMPLEX",2012-08-10,2012-08-22,1218,0,0,13,19,9,2012
INYO,SOUTH COMPLEX,2012-08-10,2012-10-16,453,0,0,68,0,0,2012
CALAVERAS,RAMSEY,2012-08-11,2012-08-31,1137,0,0,21,0,0,2012
LAKE,WALKER,2012-08-12,2012-08-14,5000,0,0,3,0,0,2012
LAKE,WYE,2012-08-12,2012-08-18,2934,0,0,7,3,2,2012
LASSEN,RUSH,2012-08-12,2012-08-31,271911,0,0,20,0,1,2012
SAN DIEGO,"VALLECITO
LIGHTNING
COMPLEX",2012-08-13,2012-08-20,22829,0,0,8,0,0,2012
TEHAMA,MILL,2012-08-13,2012-08-23,1641,0,0,11,0,0,2012
RIVERSIDE,BUCK,2012-08-14,2012-08-18,2681,0,0,5,4,0,2012
MODOC,NELSON (W-1),2012-08-17,2012-08-21,3661,0,0,5,0,0,2012
SHASTA,BAGLEY COMPLEX,2012-08-18,2012-08-22,1000,0,0,5,0,0,2012
TEHAMA,PONDEROSA,2012-08-18,2012-09-02,27676,0,0,16,133,6,2012
SHASTA,BAGLEY,2012-08-18,2012-09-15,46011,0,0,29,0,0,2012
MENDOCINO,NORTH PASS,2012-08-18,2012-09-16,41983,0,0,30,26,4,2012
RIVERSIDE,VISTA,2012-08-20,2012-08-21,500,0,0,2,0,0,2012
MODOC,ANTELOPE,2012-08-21,2012-08-25,650,0,0,5,0,0,2012
LOS ANGELES,WILLIAMS,2012-09-02,2012-09-11,4192,0,0,10,0,0,2012
COLUSA,"SIXTEEN
COMPLEX",2012-09-04,2012-09-11,19000,0,0,8,0,0,2012
TRINITY,STAFFORD,2012-09-05,2012-09-13,4407,0,0,9,0,0,2012
LASSEN,LIKELY,2012-09-05,2012-09-14,9838,0,0,10,0,0,2012
LAKE,SCOTTS,2012-09-07,2012-09-14,4517,0,0,8,0,0,2012
SHASTA,WARD,2012-09-11,2012-09-14,550,0,0,4,0,0,2012
SAN DIEGO,SHOCKEY,2012-09-23,2012-09-27,2555,0,0,5,39,2,2012
RIVERSIDE,RANGE,2012-09-29,2012-10-01,351,0,0,3,3,0,2012
LAKE,TWENTY NINE,2012-10-18,2012-10-21,300,0,0,4,8,0,2012
SAN BERNARDINO,DEVORE,2012-11-05,2012-11-06,335,0,0,2,1,0,2012
LAKE,BECKS,2013-01-22,2013-01-23,335,0,0,2,0,0,2013
INYO,RIVER,2013-02-24,2013-02-28,407,0,0,5,0,0,2013
RIVERSIDE,JURUPA,2013-02-28,2013-03-02,300,0,0,3,0,2,2013
RIVERSIDE,SUMMIT,2013-05-01,2013-05-04,2956,0,0,4,2,0,2013
TEHAMA,PANTHER,2013-05-01,2013-05-09,6896,0,0,9,0,0,2013
VENTURA,SPRINGS,2013-05-02,2013-05-09,24251,0,0,8,10,12,2013
SAN BENITO,TRES PINOS,2013-05-03,2013-05-04,354,0,0,2,0,0,2013
MENDOCINO,FOSTER,2013-05-03,2013-05-05,300,0,0,3,0,0,2013
RIVERSIDE,GORGONIO,2013-05-04,2013-05-04,650,0,0,1,0,0,2013
KERN,GRAND,2013-05-15,2013-05-22,4346,0,0,8,0,0,2013
LOS ANGELES,LAKE,2013-05-17,2013-05-20,712,0,0,4,0,0,2013
SAN DIEGO,FELIPE,2013-05-23,2013-05-29,2650,0,0,7,0,0,2013
MERCED,RIVER,2013-05-26,2013-05-27,450,0,0,2,0,0,2013
SAN DIEGO,GENERAL,2013-05-26,2013-05-31,2500,0,0,6,0,0,2013
SANTA BARBARA,WHITE,2013-05-27,2013-06-05,1984,0,0,10,0,1,2013
SAN JOAQUIN,SHELTON,2013-05-30,2013-05-30,303,0,0,1,0,0,2013
LOS ANGELES,POWERHOUSE,2013-05-30,2013-06-10,30274,0,0,12,58,4,2013
SAN LUIS OBISPO,BRANCH,2013-06-01,2013-06-04,486,0,0,4,0,0,2013
RIVERSIDE,HATHAWAY,2013-06-09,2013-10-15,3870,0,0,129,1,0,2013
MADERA,ROLLING,2013-06-16,2013-06-18,480,0,0,3,1,0,2013
MARIPOSA,CARSTENS,2013-06-16,2013-06-26,1708,0,0,11,0,0,2013
SAN BERNARDINO,MILL,2013-06-28,2013-07-02,534,0,0,5,0,3,2013
CONTRA COSTA,KIRKER,2013-07-01,2013-07-02,492,0,0,2,2,0,2013
MODOC,FOX,2013-07-03,2013-07-07,502,0,0,5,0,0,2013
SAN DIEGO,CHARIOT,2013-07-06,2013-07-15,7055,0,0,10,149,9,2013
EL DORADO,KYBURZ,2013-07-08,2013-07-11,572,0,0,4,2,0,2013
RIVERSIDE,MOUNTAIN,2013-07-15,2013-07-31,27531,0,0,17,23,1,2013
KERN,RANCHO,2013-07-19,2013-07-22,500,0,0,4,0,0,2013
FRESNO,ASPEN,2013-07-22,2013-09-08,22992,0,0,49,0,0,2013
KERN,WATER,2013-07-23,2013-07-25,612,0,0,3,0,0,2013
HUMBOLDT,DANCE,2013-07-29,2013-08-02,577,0,0,5,3,0,2013
SISKIYOU,FORKS COMPLEX,2013-07-31,2013-10-01,37246,0,0,63,0,0,2013
RIVERSIDE,FALLS,2013-08-05,2013-08-09,1383,0,0,5,0,0,2013
TUOLUMNE,POWER,2013-08-05,2013-08-13,1070,0,0,9,0,2,2013
RIVERSIDE,SILVER,2013-08-07,2013-08-15,20292,0,0,9,48,8,2013
HUMBOLDT,CORRAL COMPLEX,2013-08-10,2013-10-02,12503,0,0,54,0,0,2013
PLACER,AMERICAN,2013-08-11,2013-08-29,27440,0,0,19,5,2,2013
BUTTE,SWEDES,2013-08-16,2013-08-22,2264,0,0,7,8,0,2013
TUOLUMNE,RIM,2013-08-17,2013-10-27,257314,0,0,72,112,7,2013
KERN,SHIRLEY COMPLEX,2013-08-18,2013-08-22,794,0,0,5,0,0,2013
PLUMAS,HOUGH COMPLEX,2013-08-18,2013-08-24,513,0,0,7,0,0,2013
SAN BERNARDINO,GOBBLERS,2013-08-20,2013-08-30,413,0,0,11,0,0,2013
MONTEREY,MISSION,2013-08-22,2013-08-25,4500,0,0,4,0,0,2013
TEHAMA,DEER,2013-08-23,2013-08-29,11429,0,0,7,0,0,2013
TULARE,FISH,2013-08-23,2013-09-05,2060,0,0,14,0,0,2013
FRESNO,WINDY PEAK,2013-08-23,2013-10-20,681,0,0,59,0,0,2013
CONTRA COSTA,MORGAN,2013-09-08,2013-09-14,3100,0,0,7,0,0,2013
SHASTA,CLOVER,2013-09-09,2013-09-15,8073,0,1,7,196,15,2013
NAPA,PUTAH,2013-10-03,2013-10-04,376,0,0,2,0,0,2013
BUTTE,SUMMIT,2013-10-04,2013-10-05,305,0,0,2,54,6,2013
SAN DIEGO,DELUZ,2013-10-05,2013-10-09,2236,0,0,5,0,1,2013
SONOMA,MCCABE,2013-11-22,2013-11-28,3505,0,0,7,1,0,2013
LAKE,HIGHGLADE,2013-11-23,2013-11-29,305,0,0,7,0,0,2013
MONTEREY,PFEIFFER,2013-12-16,2013-12-20,917,0,0,5,38,0,2013
TEHAMA,CAMPBELL,2014-01-02,2014-01-10,865,0,0,9,0,0,2014
HUMBOLDT,RED,2014-01-04,2014-01-12,333,0,0,9,0,0,2014
TULARE,SODA,2014-01-14,2014-04-19,1612,0,0,96,0,0,2014
LOS ANGELES,COLBY,2014-01-16,2014-01-24,1952,0,0,9,15,8,2014
RIVERSIDE,PIERCE,2014-03-15,2014-03-16,350,0,0,2,0,0,2014
SAN BERNARDINO,ETIWANDA,2014-04-30,2014-05-01,2200,0,0,2,0,0,2014
SANTA BARBARA,MIGUELITO,2014-05-13,2014-05-16,632,0,0,4,0,0,2014
SAN DIEGO,BERNARDO,2014-05-13,2014-05-21,1548,0,0,9,0,0,2014
SAN DIEGO,POINSETTIA,2014-05-14,2014-05-17,600,0,0,4,28,0,2014
SAN DIEGO,"SAN DIEGO
COMPLEX",2014-05-14,2014-05-22,2438,0,0,9,48,5,2014
SAN DIEGO,"BASILONE
COMPLEX",2014-05-17,2014-05-19,21240,0,0,3,0,1,2014
MARIPOSA,HUNTER,2014-05-26,2014-06-04,677,0,0,10,3,0,2014
TUOLUMNE,59,2014-06-04,2014-06-09,402,0,0,6,0,0,2014
KERN,SHIRLEY,2014-06-13,2014-06-21,2545,0,0,9,4,0,2014
MERCED,GUN CLUB,2014-06-19,2014-06-19,400,0,0,1,0,0,2014
MONTEREY,STONY,2014-06-19,2014-06-22,4840,0,0,4,0,0,2014
MONTEREY,LOOP,2014-06-30,2014-06-30,500,0,0,1,0,0,2014
MODOC,"MODOC JULY
COMPLEX",2014-07-01,2014-07-07,2566,0,0,7,0,0,2014
NAPA,BUTTS,2014-07-01,2014-07-10,4300,0,0,10,9,0,2014
YOLO,MONTICELLO,2014-07-04,2014-07-13,6488,0,0,10,0,0,2014
KERN,NICOLLS,2014-07-11,2014-07-19,1680,0,0,9,0,0,2014
SHASTA,BULLY,2014-07-11,2014-07-23,12661,0,1,13,18,1,2014
MARIPOSA,DARK HOLE,2014-07-16,2014-08-20,1077,0,0,36,0,0,2014
MERCED,GUN CLUB,2014-07-24,2014-08-02,422,0,0,10,0,0,2014
EL DORADO,SAND,2014-07-25,2014-08-03,4240,0,0,10,47,0,2014
MERCED,KELLEY,2014-07-26,2014-07-26,1000,0,0,1,0,0,2014
MARIPOSA,EL PORTAL,2014-07-26,2014-08-04,4689,0,0,10,2,2,2014
MADERA,FRENCH,2014-07-28,2014-08-18,13838,0,0,22,0,0,2014
BUTTE,WEB,2014-07-29,2014-08-27,378,0,0,30,0,0,2014
MODOC,DAY,2014-07-30,2014-08-13,13153,0,0,15,10,0,2014
SHASTA,BALD,2014-07-30,2014-08-16,39736,0,0,18,0,0,2014
SISKIYOU,KNF BEAVER,2014-07-30,2014-08-30,32496,0,0,32,6,0,2014
TRINITY,COFFEE COMPLEX,2014-07-30,2014-08-31,6258,0,0,33,0,0,2014
MENDOCINO,"LODGE
COMPLEX",2014-07-30,2014-09-21,12535,0,0,54,0,0,2014
SISKIYOU,LITTLE DEER,2014-07-31,2014-08-11,5503,0,0,12,1,0,2014
SHASTA,EILER,2014-07-31,2014-08-24,32416,0,0,25,21,0,2014
SISKIYOU,JULY COMPLEX,2014-08-03,2014-09-25,50042,0,0,54,2,0,2014
YOLO,THIRTY ONE 2,2014-08-09,2014-08-09,370,0,0,1,0,0,2014
SISKIYOU,"HAPPY CAMP
COMPLEX",2014-08-14,2014-10-31,134056,0,0,79,6,2,2014
MARIPOSA,MEADOW,2014-08-15,2014-09-29,4772,0,0,46,0,0,2014
MADERA,JUNCTION,2014-08-18,2014-08-25,612,0,0,8,47,6,2014
KERN,WAY,2014-08-18,2014-08-28,4045,0,0,11,12,4,2014
TRINITY,OREGON,2014-08-24,2014-08-30,461,0,0,7,1,0,2014
SHASTA,GULCH,2014-09-10,2014-09-15,1300,0,0,6,4,0,2014
ORANGE,SILVERADO,2014-09-12,2014-09-20,985,0,0,9,0,0,2014
MENDOCINO,BLACK,2014-09-13,2014-09-17,403,0,0,5,11,0,2014
EL DORADO,KING,2014-09-13,2014-10-09,97717,0,0,27,80,1,2014
MADERA,COURTNEY,2014-09-14,2014-09-22,320,0,0,9,49,7,2014
GLENN,TRACT 17,2014-09-17,2014-09-19,395,0,0,3,0,0,2014
BUTTE,NELSON,2014-09-18,2014-09-21,500,0,0,4,0,0,2014
MARIPOSA,DOG ROCK,2014-10-07,2014-10-12,311,1,0,6,0,0,2014
PLACER,APPLEGATE,2014-10-08,2014-10-22,459,0,0,15,10,0,2014
MONO,VAN DYKE,2015-02-06,2015-02-10,509,0,0,5,0,0,2015
INYO,ROUND,2015-02-06,2015-02-13,7000,0,0,8,43,5,2015
RIVERSIDE,HIGHWAY,2015-04-18,2015-04-24,1049,0,0,7,0,0,2015
SAN DIEGO,CARL,2015-04-28,2015-04-29,4000,0,0,2,0,0,2015
SAN DIEGO,MORTAR,2015-04-28,2015-04-29,800,0,0,2,0,0,2015
SAN DIEGO,GRENADE,2015-04-29,2015-05-05,2025,0,0,7,0,0,2015
MERCED,FOREBAY,2015-05-11,2015-05-12,692,0,0,2,0,0,2015
TRINITY,SADDLE,2015-06-09,2015-06-25,1542,0,0,17,0,0,2015
MONTEREY,PEANUT,2015-06-11,2015-06-11,1532,0,0,1,0,0,2015
SAN BERNARDINO,LAKE,2015-06-17,2015-07-05,31359,0,0,19,4,0,2015
MADERA,CORRINE,2015-06-18,2015-06-24,920,0,0,7,2,0,2015
MADERA,SKY,2015-06-18,2015-06-26,500,0,0,9,0,0,2015
SAN LUIS OBISPO,PARKHILL,2015-06-20,2015-06-20,1791,0,0,1,18,3,2015
LOS ANGELES,CALGROVE,2015-06-24,2015-06-26,415,0,0,3,0,1,2015
SACRAMENTO,IONE,2015-07-02,2015-07-05,357,0,0,4,0,0,2015
SISKIYOU,YORK,2015-07-04,2015-07-06,395,0,0,3,0,0,2015
SAN BERNARDINO,NORTH,2015-07-17,2015-07-21,4250,0,0,5,23,5,2015
MERCED,MCCABE,2015-07-18,2015-07-22,1600,0,0,5,0,0,2015
TULARE,CABIN,2015-07-19,2015-09-05,6980,0,0,49,0,0,2015
TULARE,TRIPLE 3,2015-07-21,2015-07-21,430,0,0,1,0,0,2015
NAPA,WRAGG,2015-07-22,2015-08-06,8051,0,0,16,2,5,2015
NEVADA,LOWELL,2015-07-25,2015-08-12,2304,0,0,19,3,1,2015
MADERA,WILLOW,2015-07-25,2015-08-15,5702,0,0,22,0,0,2015
LAKE,ROCKY,2015-07-29,2015-08-14,69636,0,0,17,96,8,2015
BUTTE,SWEDES,2015-07-29,2015-08-16,400,0,0,19,16,0,2015
MODOC,FROG,2015-07-30,2015-08-06,4863,1,0,8,0,0,2015
HUMBOLDT,HUMBOLDT COMPLEX,2015-07-30,2015-08-21,4883,0,0,23,7,0,2015
TRINITY,FORK COMPLEX,2015-07-30,2015-08-29,36499,0,0,31,12,0,2015
HUMBOLDT,ROUTE COMPLEX,2015-07-30,2015-08-31,35675,0,0,33,2,0,2015
TRINITY,MAD RIVER COMPLEX,2015-07-30,2015-09-03,37462,0,0,36,4,0,2015
TRINITY,RIVER COMPLEX,2015-07-30,2015-10-15,77081,0,0,78,0,0,2015
MERCED,CREEK,2015-07-31,2015-07-31,1450,0,0,1,0,0,2015
DEL NORTE,GASQUET COMPLEX,2015-07-31,2015-10-15,30361,0,0,77,0,0,2015
FRESNO,ROUGH,2015-07-31,2015-12-01,151623,0,0,124,4,0,2015
DEL NORTE,NICKOWITZ,2015-08-01,2015-09-30,7509,0,0,61,0,0,2015
TRINITY,SOUTH COMPLEX,2015-08-01,2015-10-01,29416,0,0,62,3,0,2015
LASSEN,DODGE,2015-08-03,2015-08-17,10570,0,0,15,0,0,2015
LAKE,JERUSALEM,2015-08-09,2015-08-25,25118,0,0,17,27,0,2015
RIVERSIDE,ANZA,2015-08-10,2015-08-15,500,0,0,6,0,0,2015
SAN DIEGO,HORNO,2015-08-13,2015-08-17,1846,0,0,5,0,0,2015
LOS ANGELES,CABIN,2015-08-14,2015-08-20,1723,0,0,7,3,0,2015
MONO,WALKER,2015-08-14,2015-08-31,3676,0,0,18,0,0,2015
LOS ANGELES,WARM,2015-08-16,2015-08-19,300,0,0,4,3,3,2015
SAN LUIS OBISPO,CUESTA,2015-08-16,2015-09-03,2446,0,0,19,1,0,2015
KERN,DEER,2015-08-18,2015-08-20,311,0,0,3,0,0,2015
ALAMEDA,TESLA,2015-08-19,2015-08-25,2850,0,0,7,1,0,2015
LAKE,ELK,2015-09-02,2015-09-06,700,0,0,5,0,0,2015
MARIPOSA,TENAYA,2015-09-07,2015-09-16,415,0,0,10,0,0,2015
AMADOR,BUTTE,2015-09-09,2015-10-23,70868,0,2,45,965,0,2015
BUTTE,LUMPKIN,2015-09-11,2015-09-21,1040,0,0,11,0,0,2015
LAKE,VALLEY,2015-09-12,2015-10-15,76067,0,4,34,0,93,2015
MONTEREY,TASSAJARA,2015-09-19,2015-09-29,1086,0,0,11,20,1,2015
BUTTE,MERIDIAN,2015-10-03,2015-10-04,860,0,0,2,0,0,2015
SAN BENITO,CIENEGA,2015-10-12,2015-10-16,690,0,0,5,0,0,2015
VENTURA,SOLIMAR,2015-12-25,2015-12-28,1288,0,0,4,0,0,2015
SAN LUIS OBISPO,CAMP ROBERTS,2016-05-18,2016-05-20,3712,0,0,3,0,0,2016
MONTEREY,METZ,2016-05-22,2016-05-25,3876,0,0,4,0,0,2016
MONTEREY,METZ,2016-05-22,2016-05-25,3876,0,0,4,0,0,2016
TULARE,CHIMNEY,2016-06-01,2016-06-07,1324,0,0,7,0,0,2016
MONTEREY,STONY,2016-06-02,2016-06-17,3000,0,0,16,0,0,2016
SAN LUIS OBISPO,SODA,2016-06-04,2016-06-06,2003,0,0,3,0,0,2016
LOS ANGELES,OLD,2016-06-04,2016-06-10,465,0,0,7,9,1,2016
MONTEREY,COLEMAN,2016-06-04,2016-06-17,2520,0,0,14,1,0,2016
SISKIYOU,PONY,2016-06-07,2016-10-02,2860,0,0,118,0,0,2016
SANTA BARBARA,SHERPA,2016-06-15,2016-06-23,7474,0,0,9,5,0,2016
SAN DIEGO,BORDER 3,2016-06-19,2016-07-01,7609,0,2,13,16,3,2016
LOS ANGELES,RESERVOIR,2016-06-20,2016-07-05,1146,0,1,16,0,0,2016
LOS ANGELES,FISH,2016-06-20,2016-07-05,4253,0,0,16,0,0,2016
KERN,ERSKINE,2016-06-23,2016-07-09,48019,0,2,17,286,12,2016
MONO,MARINA,2016-06-24,2016-07-04,654,0,0,11,1,0,2016
MERCED,DINOSAUR,2016-06-25,2016-06-26,1246,0,0,2,0,0,2016
MARIPOSA,LAKES,2016-06-26,2016-10-31,1001,0,0,128,0,0,2016
SACRAMENTO,RANCHO,2016-06-28,2016-06-30,372,0,0,3,0,0,2016
PLACER,TRAILHEAD,2016-06-28,2016-08-14,5645,0,0,48,0,0,2016
TEHAMA,COLYEAR,2016-06-30,2016-07-06,464,0,0,7,0,0,2016
VENTURA,PINE,2016-06-30,2016-07-17,2304,0,0,18,0,0,2016
FRESNO,CURRY,2016-07-01,2016-07-04,2944,0,0,4,0,0,2016
KERN,DEER,2016-07-01,2016-07-10,1785,0,0,10,0,0,2016
CALAVERAS,APPALOOSA,2016-07-02,2016-07-15,310,0,0,14,1,0,2016
SHASTA,FIDDLER,2016-07-08,2016-07-09,303,0,0,2,1,1,2016
KERN,FORT,2016-07-08,2016-07-09,554,0,0,2,0,0,2016
LOS ANGELES,SAGE,2016-07-09,2016-07-16,1100,0,0,8,0,2,2016
CALAVERAS,PACHECO,2016-07-12,2016-07-18,341,0,0,7,2,0,2016
SAN DIEGO,ROBLAR,2016-07-21,2016-07-27,1245,0,0,7,0,0,2016
LOS ANGELES,SAND,2016-07-22,2016-08-06,41383,0,1,16,116,20,2016
MONTEREY,SOBERANES,2016-07-22,2016-10-13,132127,1,0,84,68,5,2016
FRESNO,GOOSE,2016-07-30,2016-08-09,2241,0,0,11,9,1,2016
BUTTE,99,2016-08-02,2016-08-08,520,0,0,7,0,0,2016
YOLO,COLD,2016-08-02,2016-08-12,5731,0,0,11,2,0,2016
MONO,CLARK,2016-08-04,2016-08-12,2819,0,0,9,0,0,2016
SAN BERNARDINO,PILOT,2016-08-07,2016-08-16,8110,0,0,10,0,0,2016
FRESNO,MINERAL,2016-08-08,2016-08-19,7050,0,0,12,2,0,2016
INYO,HORSESHOE,2016-08-09,2016-08-17,369,0,0,9,0,0,2016
LAKE,CLAYTON,2016-08-13,2016-09-03,3929,0,0,22,300,28,2016
SAN LUIS OBISPO,CHIMNEY,2016-08-13,2016-09-07,46235,0,0,26,70,8,2016
SAN BERNARDINO,BLUECUT,2016-08-16,2016-09-08,36274,0,0,24,321,8,2016
KERN,CEDAR,2016-08-16,2016-09-24,29322,0,0,40,6,0,2016
YUBA,BEALE,2016-08-18,2016-08-19,389,0,0,2,0,0,2016
SANTA BARBARA,REY,2016-08-18,2016-09-15,32606,0,0,29,5,0,2016
ALPINE,MOKELUMNE,2016-08-19,2016-09-20,655,0,0,33,0,0,2016
TULARE,TULE,2016-08-22,2016-08-22,395,0,0,1,0,0,2016
HUMBOLDT,TULLY,2016-08-22,2016-09-09,599,0,0,19,3,0,2016
SISKIYOU,GRADE,2016-08-24,2016-09-10,710,0,0,18,10,1,2016
KERN,RANGE,2016-08-26,2016-08-31,600,0,0,6,0,0,2016
KERN,HAVILA,2016-08-27,2016-08-31,304,0,0,5,0,0,2016
SISKIYOU,GAP,2016-08-27,2016-09-16,33867,0,0,21,14,0,2016
CALAVERAS,WILLOW,2016-08-28,2016-09-04,450,0,0,8,0,1,2016
RIVERSIDE,BOGART,2016-08-30,2016-09-05,1470,0,0,7,1,0,2016
BUTTE,SADDLE,2016-09-05,2016-09-22,800,0,0,18,3,0,2016
MODOC,HOWARD,2016-09-11,2016-09-15,380,0,0,5,0,0,2016
LASSEN,WILLARD,2016-09-11,2016-10-12,2575,0,0,32,7,0,2016
TEHAMA,HOG,2016-09-13,2016-09-13,321,0,0,1,0,0,2016
FRESNO,CROWN,2016-09-15,2016-10-31,800,0,0,47,0,0,2016
SANTA BARBARA,CANYON,2016-09-17,2016-09-24,12742,1,0,8,0,0,2016
MONO,OWENS RIVER,2016-09-17,2016-10-15,5443,0,0,29,4,0,2016
MODOC,SOUP COMPLEX,2016-09-17,2016-10-31,2722,0,0,45,0,0,2016
KERN,FLAT,2016-09-19,2016-09-22,307,0,0,4,0,0,2016
SONOMA,SAWMILL,2016-09-25,2016-10-01,1547,0,0,7,0,0,2016
TUOLUMNE,MARSHES,2016-09-26,2016-10-04,1080,0,0,9,0,0,2016
SANTA CLARA,LOMA,2016-09-26,2016-11-08,4474,0,0,44,28,1,2016
TULARE,SLATE,2016-10-04,2016-11-05,2160,0,0,33,0,0,2016
FRESNO,SACATA,2016-10-11,2016-10-19,2100,0,0,9,0,0,2016
TULARE,JACOBSON,2016-10-20,2016-11-01,1702,0,0,13,0,0,2016
TULARE,MEADOW,2016-10-29,2016-11-22,4347,0,0,25,0,0,2016
TULARE,HIDDEN,2016-11-02,2016-11-23,2768,0,0,22,0,0,2016
MODOC,WEST,2017-04-01,2017-04-01,401,0,0,1,0,0,2017
FRESNO,JAYNE,2017-04-20,2017-04-21,4532,0,0,2,0,0,2017
FRESNO,EL DORADO,2017-04-28,2017-04-28,750,0,0,1,0,0,2017
RIVERSIDE,OPERA,2017-04-30,2017-05-02,1350,0,0,3,0,0,2017
