County,Fire Name,Start,Contained,Acres,Deaths_FF,Deaths_Civil,Duration,Strux_Destr,Strux_Dmgd,Year
MERCED,WRIGHT,2017-05-12,2017-05-13,1733,0,0,2,0,0,2017
FRESNO,ELM 2,2017-05-18,2017-05-21,10000,0,0,4,0,0,2017
SAN DIEGO,DELUZ,2017-05-19,2017-05-22,486,0,0,4,0,0,2017
KERN,MING,2017-05-20,2017-05-22,506,0,0,3,0,0,2017
SAN DIEGO,GATE,2017-05-20,2017-05-22,2056,0,0,3,0,0,2017
MONTEREY,RANGE,2017-06-04,2017-06-11,1972,0,0,8,0,0,2017
TULARE,DINELY,2017-06-07,2017-06-10,339,0,0,4,0,0,2017
MADERA,OAKWOOD,2017-06-10,2017-06-13,1417,0,0,4,0,0,2017
FRESNO,MONTEREY,2017-06-11,2017-06-11,450,0,0,1,0,0,2017
LOS ANGELES,LAKE,2017-06-17,2017-06-23,850,0,0,7,0,2,2017
KERN,HIGHWAY,2017-06-21,2017-06-25,1522,0,0,5,0,0,2017
SAN BERNARDINO,HOLCOMB,2017-06-21,2017-06-29,1503,0,0,9,0,0,2017
FRESNO,CREEK,2017-06-23,2017-06-27,357,0,0,5,4,0,2017
TULARE,SCHAEFFER,2017-06-24,2017-08-05,16031,0,0,43,0,0,2017
LOS ANGELES,PLACERITA,2017-06-25,2017-06-28,760,0,0,4,1,1,2017
SAN LUIS OBISPO,HILL,2017-06-26,2017-06-28,1626,0,0,3,7,0,2017
RIVERSIDE,MANZANITA,2017-06-26,2017-06-30,6309,0,0,5,0,0,2017
SAN BERNARDINO,MART,2017-06-27,2017-07-01,670,0,0,5,0,0,2017
MODOC,BATTLE,2017-06-28,2017-07-01,640,0,0,4,0,0,2017
SAN DIEGO,CRISTIANITOS,2017-06-28,2017-07-01,761,0,0,4,0,0,2017
MARIPOSA,BEN,2017-06-28,2017-07-06,558,0,0,9,0,0,2017
KERN,TARINA,2017-06-30,2017-07-01,1200,0,0,2,0,0,2017
FRESNO,DERRICK,2017-07-02,2017-07-05,1562,0,0,4,0,0,2017
SISKIYOU,FAY,2017-07-05,2017-07-31,496,0,0,27,1,0,2017
KERN,QUIAL COMPLEX,2017-07-06,2017-07-06,1626,0,0,1,0,0,2017
YOLO,WINTER,2017-07-06,2017-07-14,1700,0,0,9,0,0,2017
SAN LUIS OBISPO,ALAMO,2017-07-06,2017-07-18,28687,0,0,13,14,1,2017
BUTTE,WALL,2017-07-07,2017-08-03,6033,0,0,28,91,10,2017
MONTEREY,PARKFIELD,2017-07-08,2017-07-08,1816,0,0,1,0,1,2017
SANTA BARBARA,WHITTIER,2017-07-08,2017-10-05,18430,0,0,90,40,7,2017
SAN LUIS OBISPO,STONE,2017-07-09,2017-07-11,340,0,0,3,3,0,2017
KINGS,GARZA,2017-07-09,2017-07-25,48660,0,0,17,1,0,2017
TEHAMA,DALE,2017-06-24,2017-06-26,856,0,0,3,0,0,2017
NEVADA,FARAD,2017-07-10,2017-07-16,747,0,0,7,0,0,2017
SAN DIEGO,JENNINGS 2,2017-07-11,2017-07-14,400,0,0,4,0,0,2017
LASSEN,LONG VALLEY,2017-07-11,2017-07-25,83733,0,0,15,8,3,2017
MODOC,DOBE,2017-07-13,2017-07-31,410,0,0,19,0,0,2017
SAN BERNARDINO,BRIDGE 2,2017-07-14,2017-07-18,460,0,0,5,0,0,2017
MENDOCINO,GRADE,2017-07-16,2017-07-18,900,0,0,3,1,0,2017
MARIPOSA,DETWILER,2017-07-16,2017-08-31,81826,0,0,47,134,21,2017
FRESNO,PARK,2017-07-17,2017-07-30,1649,0,0,14,0,0,2017
KERN,HUDSON,2017-07-18,2017-07-18,1083,0,0,1,0,0,2017
SISKIYOU,MARBLE,2017-07-19,2017-07-28,319,0,0,10,0,0,2017
TULARE,ELEPHANT 2,2017-07-20,2017-07-21,416,0,0,2,0,0,2017
MODOC,MODOC JULY COMPLEX,2017-07-24,2017-08-13,83120,0,0,21,0,0,2017
SISKIYOU,ORLEANS COMPLEX,2017-07-25,2017-10-12,27276,0,0,80,0,0,2017
WASHOE (NV),R-21,2017-07-26,2017-07-27,589,0,0,2,0,0,2017
SACRAMENTO,LATROBE,2017-07-26,2017-07-28,1268,0,0,3,0,0,2017
TUOLUMNE,JACKSONVILLE,2017-07-29,2017-08-04,675,0,0,7,1,0,2017
PLUMAS,MINERVA 5,2017-07-29,2017-08-16,4310,0,0,19,0,0,2017
TULARE,ROADRUNNER,2017-07-30,2017-07-31,2289,0,0,2,0,0,2017
KERN,GARDEN,2017-07-30,2017-08-09,450,0,0,11,0,0,2017
MONO,GRANT,2017-07-31,2017-08-03,400,0,0,4,0,0,2017
TUOLUMNE,SUMMIT COMPLEX,2017-07-31,2017-11-30,5248,0,0,123,0,0,2017
MARIPOSA,EMPIRE,2017-08-01,2017-10-31,6370,0,0,92,0,0,2017
SAN LUIS OBISPO,RED,2017-08-02,2017-08-03,450,0,0,2,0,0,2017
SAN BERNARDINO,BRYANT 2,2017-08-03,2017-08-14,325,0,0,12,1,0,2017
MODOC,PARKER 2,2017-08-03,2017-08-14,7697,0,0,12,1,0,2017
TULARE,INDIAN,2017-08-03,2017-08-29,2295,0,0,27,0,0,2017
PLUMAS,CHILCOOT,2017-08-06,2017-08-08,1021,0,0,3,0,0,2017
LASSEN,POSLIN,2017-08-06,2017-08-09,860,0,0,4,0,0,2017
MADERA,BUTTE,2017-08-07,2017-08-17,635,0,0,11,0,0,2017
DEL NORTE,YOUNG,2017-08-07,2017-10-15,21377,0,0,70,0,0,2017
TRINITY,RUTH COMPLEX,2017-08-09,2017-08-25,4736,0,0,17,0,0,2017
KERN,ROSE,2017-08-10,2017-08-10,338,0,0,1,0,0,2017
RIVERSIDE,BLAINE,2017-08-13,2017-08-16,1500,0,0,4,0,46,2017
SISKIYOU,SALMON AUGUST COMPLEX,2017-08-13,2017-10-20,65889,0,0,69,1,0,2017
MARIPOSA,SOUTH FORK,2017-08-13,2017-11-30,7000,0,0,110,0,0,2017
RIVERSIDE,MIAS,2017-08-14,2017-08-18,600,0,0,5,0,0,2017
JACKSON (OR),MILLER COMPLEX,2017-08-14,2017-11-30,39716,0,0,109,0,0,2017
SISKIYOU,ECLIPSE COMPLEX,2017-08-15,2017-10-10,78698,0,0,57,0,0,2017
YUBA,BEALE,2017-08-20,2017-08-20,950,0,0,1,0,0,2017
MODOC,JONES,2017-08-23,2017-08-27,375,0,0,5,0,0,2017
MODOC,BOLES,2017-08-23,2017-09-04,371,0,0,13,0,0,2017
LASSEN,MUD,2017-08-29,2017-09-01,6042,0,0,4,0,0,2017
MONO,SLINKARD,2017-08-29,2017-09-11,8925,0,0,14,0,0,2017
MADERA,RAILROAD,2017-08-29,2017-09-15,12407,1,0,18,8,1,2017
TULARE,PIER,2017-08-29,2017-09-24,36556,0,0,27,2,0,2017
BUTTE,PONDEROSA,2017-08-29,2017-10-28,4016,0,0,61,55,0,2017
NEVADA,PLEASANT,2017-08-30,2017-09-06,392,0,0,8,1,1,2017
WASHOE (NV),R-4,2017-08-30,2017-09-18,18618,0,0,20,0,0,2017
TRINITY,HELENA,2017-08-30,2017-10-19,21449,0,0,51,131,0,2017
KERN,CALDWELL,2017-09-01,2017-09-06,1319,0,0,6,0,0,2017
LOS ANGELES,LA TUNA,2017-09-01,2017-09-08,7194,0,0,8,5,0,2017
RIVERSIDE,PALMER,2017-09-02,2017-09-09,3800,0,0,8,0,1,2017
MADERA,PEAK,2017-09-03,2017-09-09,680,0,0,7,4,0,2017
MADERA,MISSION,2017-09-03,2017-09-13,1037,0,0,11,7,4,2017
TUOLUMNE,CREEK,2017-09-03,2017-11-20,1749,0,0,79,0,0,2017
PLUMAS,EUREKA,2017-09-05,2017-10-31,437,0,0,57,0,0,2017
EL DORADO,TABLE,2017-09-08,2017-10-17,426,0,0,40,0,0,2017
SHASTA,BERRY,2017-09-12,2017-10-04,900,0,0,23,0,0,2017
TRINITY,BUCK,2017-09-12,2017-11-05,13434,0,0,55,0,0,2017
MADERA,EASTMAN,2017-09-18,2017-09-19,483,0,0,2,0,0,2017
TULARE,LION,2017-09-24,2017-11-27,19215,0,0,65,0,0,2017
ORANGE,CANYON,2017-09-25,2017-10-03,2662,0,0,9,0,7,2017
SANTA BARBARA,RUCKER,2017-09-29,2017-10-04,444,0,0,6,0,0,2017
YUBA,CASCADE (NEU WIND COMPLEX)*,2017-10-08,2017-10-19,9989,0,4,12,264,10,2017
NEVADA,MCCOURTNEY (NEU WIND COMPLEX),2017-10-08,2017-10-21,76,0,0,14,13,2,2017
NEVADA,LOBO (NEU WIND COMPLEX),2017-10-08,2017-10-22,821,0,0,15,47,2,2017
MENDOCINO,"REDWOOD VALLEY
(MENDOCINO LAKE COMPLEX)",2017-10-08,2017-10-26,36523,0,9,19,543,41,2017
NAPA,TUBBS (CENTRAL LNU COMPLEX),2017-10-08,2017-10-31,36807,1,21,24,0,317,2017
SONOMA,ADOBE (CENTRAL LNU COMPLEX -NUNS),2017-10-08,2017-10-31,3700,0,0,24,0,0,2017
NAPA,PARTRICK (CENTRAL LNU COMPLEX -NUNS),2017-10-08,2017-10-31,8283,0,0,24,0,0,2017
BUTTE,CHEROKEE,2017-10-08,2017-11-05,8500,0,0,29,6,1,2017
MARIN,THIRTY SEVEN,2017-10-09,2017-10-12,1660,0,0,4,3,1,2017
ORANGE,CANYON 2,2017-10-09,2017-10-17,9217,0,0,9,25,55,2017
BUTTE,LA PORTE (NEU WIND COMPLEX),2017-10-09,2017-10-20,6151,0,0,12,74,2,2017
LAKE,"SULPHUR
(MENDOCINO LAKE COMPLEX)",2017-10-09,2017-10-26,2207,0,0,18,162,8,2017
NAPA,ATLAS (SOUTHERN LNU COMPLEX),2017-10-09,2017-10-28,51624,0,6,20,783,120,2017
SONOMA,NUNS (CENTRAL LNU COMPLEX),2017-10-09,2017-10-31,44573,0,3,23,0,172,2017
SONOMA,POCKET 2 (CENTRAL LNU COMPLEX),2017-10-09,2017-10-31,17357,0,0,23,6,2,2017
SANTA CRUZ,BEAR,2017-10-16,2017-10-29,391,0,0,14,6,0,2017
SAN DIEGO,BUFFALO,2017-10-17,2017-10-19,1088,0,0,3,0,0,2017
RIVERSIDE,WILDOMAR,2017-10-26,2017-11-01,866,0,0,7,0,0,2017
MONO,CHRIS,2017-11-13,2017-11-16,370,0,0,4,0,0,2017
VENTURA,THOMAS,2017-12-04,2018-01-12,281893,1,1,40,0,274,2017
LOS ANGELES,RYE,2017-12-05,2017-12-15,6049,0,0,11,6,3,2017
LOS ANGELES,CREEK,2017-12-05,2017-12-29,15619,0,0,25,123,81,2017
LOS ANGELES,SKIRBALL,2017-12-06,2017-12-17,422,0,0,12,9,13,2017
RIVERSIDE,LIBERTY,2017-12-07,2017-12-09,300,0,0,3,3,1,2017
SAN DIEGO,LILAC 5,2017-12-07,2017-12-16,4088,0,0,10,157,64,2017
INYO,PLEASANT,2018-02-18,2018-02-25,2070,0,0,8,0,0,2018
INYO,MOFFAT,2018-04-19,2018-04-24,1065,0,0,6,0,0,2018
MERCED,NEES,2018-05-02,2018-05-02,1756,0,0,1,0,0,2018
SAN DIEGO,ALPHA,2018-05-04,2018-05-05,300,0,0,2,0,0,2018
RIVERSIDE,PATTERSON,2018-05-17,2018-05-18,1261,0,0,2,0,0,2018
MADERA,CANAL,2018-05-19,2018-05-20,300,0,0,2,0,0,2018
MADERA,O'NEALS,2018-06-04,2018-06-07,300,0,0,4,0,0,2018
LOS ANGELES,STONE,2018-06-04,2018-06-08,1352,0,0,5,0,0,2018
SAN BENITO,AIRLINE 2,2018-06-04,2018-06-12,1314,0,0,9,0,0,2018
SAN BENITO,EASTERN 2,2018-06-04,2018-06-12,513,0,0,9,0,0,2018
TEHAMA,APPLE,2018-06-09,2018-06-12,2956,0,0,4,9,3,2018
GLENN,CHROME,2018-06-09,2018-06-22,2290,0,0,14,1,0,2018
MADERA,LIONS,2018-06-11,2018-07-14,12990,0,0,34,0,0,2018
LASSEN,TUMBLEWEED,2018-06-14,2018-06-17,646,0,0,4,0,0,2018
MERCED,PLANADA,2018-06-15,2018-06-19,4563,0,0,5,0,0,2018
SAN LUIS OBISPO,YANKEE,2018-06-20,2018-06-22,1500,0,0,3,0,0,2018
TEHAMA,LANE,2018-06-23,2018-07-04,3392,0,0,12,0,0,2018
LAKE,PAWNEE,2018-06-23,2018-07-08,15180,0,0,16,22,6,2018
SHASTA,PANTHER,2018-06-24,2018-06-26,386,0,0,3,0,0,2018
BUTTE,SHIPPEE,2018-06-26,2018-06-27,460,0,0,2,0,0,2018
LASSEN,HYATT,2018-06-27,2018-06-29,383,0,0,3,4,0,2018
SAN JOAQUIN,WAVERLY,2018-06-29,2018-07-12,11789,0,0,14,1,0,2018
YOLO,COUNTY,2018-06-30,2018-07-14,90000,0,0,15,29,4,2018
EL DORADO,SHINGLE,2018-07-04,2018-07-05,316,0,0,2,0,0,2018
SISKIYOU,KLAMATHON,2018-07-05,2018-07-21,38008,0,1,17,83,12,2018
AMADOR,IRISH,2018-07-06,2018-07-09,825,0,0,4,1,1,2018
SAN DIEGO,PENDLETON COMPLEX,2018-07-06,2018-07-10,1520,0,0,5,0,0,2018
SAN DIEGO,WEST,2018-07-06,2018-07-10,505,0,0,5,48,14,2018
SAN BERNARDINO,VALLEY,2018-07-06,2018-07-12,1350,0,0,7,0,0,2018
ALAMEDA,GRANT,2018-07-08,2018-07-09,480,0,0,2,1,0,2018
INYO,GEORGES,2018-07-08,2018-07-23,2941,0,0,16,0,0,2018
BUTTE,STONEY,2018-07-12,2018-07-20,1000,0,0,9,0,0,2018
MODOC,EAGLE,2018-07-13,2018-07-20,2100,0,0,8,0,0,2018
MARIPOSA,FERGUSON,2018-07-13,2018-08-22,96901,2,0,41,11,0,2018
YOLO,EIGHTY EIGHT,2018-07-18,2018-07-21,822,0,0,4,0,0,2018
SANTA CLARA,COUNTRY,2018-07-22,2018-07-24,320,0,0,3,0,0,2018
SHASTA,CARR,2018-07-23,2018-09-01,229651,3,4,41,0,279,2018
RIVERSIDE,CRANSTON,2018-07-25,2018-08-09,13139,0,0,16,12,5,2018
SAN DIEGO,PASQUAL,2018-07-27,2018-07-31,365,0,0,5,0,0,2018
LASSEN,WHALEBACK,2018-07-27,2018-08-06,18703,0,0,11,0,0,2018
COLUSA,"RANCH - MENDOCINO
COMPLEX",2018-07-27,2018-08-17,410203,1,0,22,246,27,2018
COLUSA,"RIVER - MENDOCINO
COMPLEX",2018-07-27,2018-09-27,48920,0,0,63,35,11,2018
SUTTER,BUTTE,2018-07-31,2018-08-02,1000,0,0,3,0,0,2018
MONO,OWENS,2018-07-31,2018-08-05,338,0,0,6,0,0,2018
MONO,HOTCREEK,2018-07-31,2018-08-05,419,0,0,6,0,0,2018
MENDOCINO,EEL,2018-07-31,2018-08-08,972,0,0,9,10,0,2018
PLACER,SUNSET,2018-08-01,2018-08-03,695,0,0,3,0,0,2018
TUOLUMNE,DONNELL,2018-08-01,2018-10-31,36450,0,0,92,135,0,2018
KERN,TARINA,2018-08-03,2018-08-05,3516,0,0,3,0,0,2018
MONTEREY,TURKEY,2018-08-06,2018-08-07,2225,0,0,2,0,0,2018
ORANGE,HOLY,2018-08-06,2018-09-14,23025,0,0,40,24,18,2018
SHASTA,HAT,2018-08-09,2018-08-23,1900,0,0,15,0,0,2018
SHASTA,HIRZ,2018-08-09,2018-09-12,46051,0,0,35,0,0,2018
SOLANO,NELSON,2018-08-10,2018-08-14,2162,0,0,5,1,1,2018
MONTEREY,GULCH,2018-08-11,2018-08-11,700,0,0,1,0,0,2018
TULARE,RIVER 7,2018-08-15,2018-08-19,496,0,0,5,0,0,2018
MODOC,STONE,2018-08-15,2018-09-01,39387,0,0,18,2,0,2018
HUMBOLDT,MILL CREEK 1,2018-08-16,2018-08-30,3674,0,0,15,0,0,2018
KERN,CALL,2018-08-18,2018-08-21,367,0,0,4,0,0,2018
SAN LUIS OBISPO,FRONT,2018-08-19,2018-08-29,1014,0,0,11,0,0,2018
PLACER,NORTH,2018-09-03,2018-09-16,1120,0,0,14,0,0,2018
TRINITY,KERLIN,2018-09-04,2018-09-17,1751,0,0,14,5,0,2018
SHASTA,DELTA,2018-09-05,2018-10-11,63311,0,0,37,42,4,2018
TUOLUMNE,TULLOCH,2018-09-08,2018-09-10,573,0,0,3,0,0,2018
NAPA,SNELL,2018-09-08,2018-09-15,2490,0,0,8,0,0,2018
MONTEREY,METZ,2018-09-13,2018-09-15,411,0,0,3,0,0,2018
MADERA,OAK,2018-09-22,2018-09-29,360,0,0,8,0,0,2018
LOS ANGELES,CHARLIE,2018-09-22,2018-09-30,3380,0,0,9,0,0,2018
MONTEREY,NACIMIENTO,2018-10-02,2018-10-03,450,0,0,2,0,0,2018
TULARE,ALDER,2018-10-04,2018-12-22,4654,0,0,80,0,0,2018
TEHAMA,SUN,2018-10-07,2018-10-07,3889,0,0,1,0,0,2018
SOLANO,BRANSCOMBE,2018-10-07,2018-10-08,4500,0,0,2,2,0,2018
TULARE,MOUNTAINEER,2018-10-13,2018-12-22,1270,0,0,71,0,0,2018
BUTTE,JUNES,2018-10-30,2018-11-12,550,0,0,14,0,0,2018
VENTURA,HILL,2018-11-08,2018-11-16,4381,0,0,9,4,2,2018
VENTURA,WOOLSEY,2018-11-08,2018-11-22,96949,0,3,15,0,364,2018
BUTTE,CAMP,2018-11-08,2018-12-20,153336,0,85,43,0,754,2018
RIVERSIDE,LINCOLN,2019-03-15,2019-03-20,560,0,0,6,0,0,2019
KERN,REFUGE,2019-05-07,2019-05-08,2500,0,0,2,0,0,2019
TUOLUMNE,ROSASCO,2019-05-23,2019-09-11,731,0,0,112,0,0,2019
SAN LUIS OBISPO,BELMONT,2019-05-29,2019-05-29,835,0,0,1,0,0,2019
SAN LUIS OBISPO,BOULDER,2019-06-05,2019-06-05,1075,0,0,1,0,0,2019
STANISLAUS,STUHR,2019-06-07,2019-06-07,581,0,0,1,0,0,2019
SUTTER,WEST BUTTE,2019-06-08,2019-06-09,1300,0,0,2,7,0,2019
COLUSA,SAND,2019-06-08,2019-06-15,2220,0,0,8,4,0,2019
TULARE,JORDAN,2019-06-09,2019-07-01,591,0,0,23,0,0,2019
SAN LUIS OBISPO,MCMILLAN,2019-06-12,2019-06-13,1763,0,0,2,0,0,2019
TRINITY,EAST,2019-06-17,2019-07-18,410,0,0,32,0,0,2019
RIVERSIDE,JERRY,2019-06-21,2019-06-21,500,0,0,1,0,0,2019
MONTEREY,LONOAK,2019-06-25,2019-06-26,2546,0,0,2,0,0,2019
STANISLAUS,ROCK,2019-06-25,2019-06-27,2420,0,0,3,0,0,2019
SAN LUIS OBISPO,GILLIS,2019-07-08,2019-07-09,1010,0,0,2,1,1,2019
TULARE,COW,2019-07-25,2019-10-11,2025,0,0,79,0,0,2019
MONO,SPRINGS,2019-07-26,2019-10-01,4840,0,0,68,0,0,2019
MODOC,TUCKER,2019-07-28,2019-08-04,14150,0,0,8,0,0,2019
MONTEREY,LAKE,2019-07-29,2019-08-01,306,0,0,4,0,0,2019
MONTEREY,MILL,2019-07-30,2019-08-08,310,0,0,10,0,0,2019
SAN DIEGO,CALIENTE,2019-08-01,2019-08-03,448,0,0,3,0,0,2019
CONTRA COSTA,MARSH CREEK 3,2019-08-03,2019-08-07,340,0,0,5,0,0,2019
LASSEN,W-1 MCDONALD,2019-08-08,2019-08-11,1020,0,0,4,0,0,2019
TULARE,BRODER,2019-08-08,2019-09-20,381,0,0,44,0,0,2019
SAN BERNARDINO,BARSTOW,2019-08-11,2019-08-12,685,0,0,2,0,0,2019
MARIPOSA,HUNTER,2019-08-15,2019-08-15,433,0,0,1,0,0,2019
MARIPOSA,GAINES,2019-08-16,2019-08-20,1300,0,0,5,0,0,2019
SHASTA,MOUNTAIN,2019-08-22,2019-08-31,600,0,0,10,14,7,2019
LASSEN,LONG VALLEY,2019-08-24,2019-08-27,2438,0,0,4,1,4,2019
LASSEN,R-1 RANCH,2019-08-28,2019-09-04,3380,0,0,8,0,0,2019
TULARE,CREEK,2019-08-31,2019-09-04,756,0,0,5,0,0,2019
RIVERSIDE,TENAJA,2019-09-04,2019-09-14,1926,0,0,11,0,3,2019
PLUMAS,WALKER,2019-09-04,2019-09-25,54608,0,0,22,9,0,2019
INYO,TABOOSE,2019-09-04,2019-11-21,10400,0,0,79,0,0,2019
TEHAMA,RED BANK,2019-09-05,2019-09-17,8836,0,0,13,2,0,2019
MODOC,LONE,2019-09-05,2019-09-17,5737,0,0,13,0,0,2019
SISKIYOU,LIME,2019-09-05,2019-09-25,1872,0,0,21,0,0,2019
TRINITY,MIDDLE,2019-09-05,2019-10-11,1339,0,0,37,0,0,2019
TEHAMA,SOUTH,2019-09-05,2019-11-27,5332,0,0,84,2,0,2019
BUTTE,SWEDES,2019-09-07,2019-09-09,496,0,0,3,2,1,2019
RIVERSIDE,HORSESHOE,2019-09-14,2019-09-17,503,0,0,4,0,0,2019
PLACER,BASELINE,2019-09-20,2019-09-21,640,0,0,2,0,0,2019
NAPA,AMERICAN,2019-10-06,2019-10-07,526,0,0,2,1,0,2019
MARIPOSA,BRICEBURG,2019-10-06,2019-10-20,5563,0,0,15,1,0,2019
RIVERSIDE,RECHE,2019-10-10,2019-10-12,350,0,0,3,1,1,2019
RIVERSIDE,SANDALWOOD,2019-10-10,2019-10-15,1011,0,2,6,73,16,2019
LOS ANGELES,SADDLE RIDGE,2019-10-10,2019-10-26,8799,0,1,17,24,91,2019
EL DORADO,CAPLES,2019-10-10,2019-10-31,3435,0,0,22,0,0,2019
SANTA BARBARA,REAL,2019-10-17,2019-10-21,420,0,0,5,0,0,2019
SONOMA,KINCADE,2019-10-23,2019-11-10,77758,0,0,19,374,60,2019
LOS ANGELES,TICK,2019-10-24,2019-10-31,3950,0,0,8,29,46,2019
TEHAMA,RAWSON,2019-10-26,2019-10-27,605,0,0,2,1,3,2019
MENDOCINO,BURRIS,2019-10-27,2019-11-02,703,0,0,7,0,0,2019
LOS ANGELES,GETTY,2019-10-28,2019-11-14,745,0,0,18,13,19,2019
VENTURA,EASY,2019-10-30,2019-11-08,2375,0,0,10,1,1,2019
RIVERSIDE,46TH,2019-10-31,2019-10-31,328,0,0,1,7,7,2019
RIVERSIDE,HILL,2019-10-31,2019-11-03,628,0,0,4,0,0,2019
VENTURA,MARIA,2019-10-31,2019-11-06,9999,0,0,7,4,0,2019
TEHAMA,RANCH,2019-11-03,2019-11-06,2534,0,0,4,0,1,2019
PLACER,FOOTHILLS,2019-11-25,2019-11-25,308,0,0,1,0,0,2019
SANTA BARBARA,CAVE,2019-11-25,2019-12-13,3126,0,0,19,0,1,2019
KINGS,INTERSTATE 5,2020-05-03,2020-05-03,2060,0,0,1,0,0,2020
SAN LUIS OBISPO,RANGE,2020-05-27,2020-05-28,5000,0,0,2,0,0,2020
SANTA BARBARA,SCORPION,2020-05-31,2020-06-05,1395,0,0,6,0,0,2020
PLACER,AMORUSO,2020-06-01,2020-06-01,670,0,0,1,0,0,2020
SOLANO,QUAIL,2020-06-06,2020-06-13,1837,0,0,8,5,12,2020
SAN DIEGO,INDIA,2020-06-09,2020-06-16,1100,0,0,8,0,0,2020
SAN LUIS OBISPO,SODA,2020-06-10,2020-06-10,1680,0,0,1,0,0,2020
VENTURA,ELIZABETH,2020-06-10,2020-06-12,300,0,0,3,0,0,2020
VENTURA,LIME,2020-06-10,2020-06-16,803,0,0,7,0,0,2020
SACRAMENTO,GRANT,2020-06-12,2020-06-19,5042,0,0,8,0,1,2020
FRESNO,HOG,2020-06-14,2020-06-15,533,0,0,2,0,0,2020
SANTA BARBARA,DRUM,2020-06-14,2020-06-17,696,0,0,4,0,0,2020
FRESNO,EAGLE,2020-06-15,2020-06-15,300,0,0,1,0,0,2020
SAN LUIS OBISPO,AVILA,2020-06-15,2020-06-20,445,0,0,6,0,1,2020
SAN BENITO,BITTER,2020-06-16,2020-06-20,813,0,0,5,0,0,2020
CALAVERAS,WALKER,2020-06-16,2020-06-21,1455,0,0,6,2,2,2020
TULARE,SUCCESS 2,2020-06-18,2020-06-19,800,0,0,2,0,0,2020
MONTEREY,RICO,2020-06-22,2020-06-23,348,0,0,2,0,0,2020
TULARE,GRADE,2020-06-22,2020-06-25,1050,0,0,4,0,0,2020
SAN BERNARDINO,IVANPAH,2020-06-22,2020-06-26,1088,0,0,5,0,0,2020
LASSEN,R-2,2020-06-23,2020-06-25,563,0,0,3,0,0,2020
MERCED,PASS,2020-06-28,2020-06-30,2192,0,0,3,0,0,2020
KERN,BENA,2020-07-01,2020-07-05,4000,0,0,5,0,0,2020
LOS ANGELES,ROWHER,2020-07-01,2020-07-09,616,0,0,9,0,0,2020
MADERA,BONADELLE,2020-07-02,2020-07-03,500,0,0,2,0,0,2020
SAN LUIS OBISPO,LAKE,2020-07-04,2020-07-05,583,0,0,2,1,0,2020
SANTA CLARA,PARK,2020-07-04,2020-07-08,353,0,0,5,0,0,2020
LOS ANGELES,SOLEDAD,2020-07-05,2020-07-06,1525,0,0,2,0,0,2020
SANTA CLARA,CREWS,2020-07-05,2020-07-20,5513,0,0,16,4,0,2020
FRESNO,MINERAL,2020-07-13,2020-07-26,29667,0,0,14,7,0,2020
YUBA,VALLEY,2020-07-15,2020-07-15,500,0,0,1,0,0,2020
SAN BENITO,COYOTE,2020-07-15,2020-07-18,1485,0,0,4,1,0,2020
SISKIYOU,BADGER,2020-07-18,2020-07-28,557,0,0,11,0,0,2020
LASSEN,HOG,2020-07-18,2020-08-28,9564,0,0,42,2,0,2020
SHASTA,PLATINA,2020-07-19,2020-07-27,333,0,0,9,0,0,2020
LASSEN,GOLD,2020-07-20,2020-09-29,22614,0,0,72,13,5,2020
SISKIYOU,JULY COMPLEX,2020-07-22,2020-08-22,83261,0,0,32,15,0,2020
MARIPOSA,BLUEJAY,2020-07-24,2020-11-19,6922,0,0,119,0,0,2020
FRESNO,WILD,2020-07-25,2020-07-25,1040,0,0,1,0,0,2020
LASSEN,ADAMS,2020-07-26,2020-07-31,918,0,0,6,0,0,2020
LOS ANGELES,RIDGE,2020-07-27,2020-07-27,321,0,0,1,0,0,2020
MERCED,COTTONWOOD,2020-07-27,2020-07-29,788,0,0,3,0,0,2020
SAN LUIS OBISPO,BRANCH,2020-07-28,2020-08-03,3222,0,0,7,8,0,2020
HUMBOLDT,RED SALMON COMPLEX,2020-07-28,2020-11-16,144698,0,0,112,0,0,2020
SACRAMENTO,CLAY,2020-07-29,2020-07-29,741,0,0,1,0,0,2020
FRESNO,LINCOLN,2020-07-29,2020-07-29,640,0,0,1,0,0,2020
RIVERSIDE,APPLE,2020-07-31,2020-11-18,33424,0,0,111,13,6,2020
SAN LUIS OBISPO,POND,2020-08-01,2020-08-09,2005,0,0,9,4,1,2020
TEHAMA,STUMP,2020-08-01,2020-08-13,684,0,0,13,0,0,2020
YUBA,BEALE,2020-08-02,2020-08-03,600,0,0,2,0,0,2020
COLUSA,SITES,2020-08-02,2020-08-06,560,0,0,5,1,1,2020
LASSEN,NORTH,2020-08-02,2020-08-08,6882,0,0,7,0,1,2020
KERN,STAGECOACH,2020-08-03,2020-08-14,7760,1,0,12,31,4,2020
FRESNO,TRIMMER,2020-08-03,2020-09-01,594,0,0,30,0,0,2020
SAN LUIS OBISPO,PASS,2020-08-04,2020-08-05,322,0,0,2,0,0,2020
TUOLUMNE,WOLF,2020-08-11,2020-11-19,2057,0,0,101,0,0,2020
LOS ANGELES,LAKE,2020-08-12,2020-09-30,31089,0,0,50,34,6,2020
SACRAMENTO,MEISS,2020-08-13,2020-08-15,512,0,0,3,0,0,2020
LOS ANGELES,RANCH 2,2020-08-13,2020-09-03,4237,0,0,22,0,0,2020
