County,Fire Name,Start,Contained,Acres,Deaths_FF,Deaths_Civil,Duration,Strux_Destr,Strux_Dmgd
Riverside,CHAPARRAL,2021-08-28,2021-09-08,1427,0,0,12,3,2
Humboldt,KNOB,2021-08-29,2021-09-12,2421,0,0,15,0,0
San Bernardino,POND,2021-08-30,2021-09-04,491,0,0,6,0,0
Placer,BRIDGE,2021-09-05,2021-09-16,411,0,0,12,0,0
Tulare,WINDY,2021-09-09,2021-11-11,97528,0,0,64,21,0
Los Angeles,ROUTE,2021-09-11,2021-09-17,464,0,0,7,0,0
Tulare,"KNP
COMPLEX",2021-09-11,2021-12-17,88307,0,0,98,4,1
Shasta,FAWN,2021-09-22,2021-10-02,8578,0,0,11,185,26
Kings,KETTLE,2021-10-11,2021-10-12,447,0,0,2,0,0
Santa Barbara,ALISAL,2021-10-11,2021-11-21,16970,0,0,42,12,1
Monterey,COLORADO,2022-01-21,2022-02-02,687,0,0,13,1,1
Inyo,AIRPORT,2022-02-16,2022-02-26,4136,0,0,11,0,0
Madera,VALLEY,2022-04-13,2022-04-13,680,0,0,1,0,0
Merced,SANDY,2022-05-15,2022-05-15,457,0,0,1,0,1
Kern,EDMONSTON,2022-05-19,2022-05-24,682,0,0,6,0,0
Napa,OLD,2022-05-31,2022-06-05,570,0,0,6,0,0
Kern,PLANT,2022-06-11,2022-06-14,517,0,0,4,0,0
San Diego,BORDER 13,2022-06-13,2022-06-17,577,0,0,5,0,0
Tehama,RANCHO,2022-06-13,2022-06-18,593,0,0,6,7,2
Kern,THUNDER,2022-06-22,2022-06-27,2500,0,0,6,0,0
Alameda,TESLA,2022-06-23,2022-06-23,552,0,0,1,0,0
Merced,ROMERO,2022-06-23,2022-06-24,349,0,0,2,0,0
Glenn,BURROWS,2022-06-28,2022-07-03,317,0,0,6,0,0
San Luis Obispo,CAMINO,2022-06-28,2022-07-03,387,0,0,6,0,0
Nevada,RICES,2022-06-28,2022-07-05,904,0,0,8,4,0
Butte,NELSON,2022-06-30,2022-06-30,328,0,0,1,0,0
Amador,ELECTRA,2022-07-04,2022-07-23,4470,0,0,20,0,0
Shasta,PETER,2022-07-14,2022-07-19,304,0,0,6,16,4
Mariposa,AGUA,2022-07-18,2022-07-22,421,0,0,5,3,0
Mariposa,OAK,2022-07-22,2022-09-02,19244,0,0,43,194,10
San Diego,BORDER 32,2022-08-31,2022-09-05,4456,0,0,6,30,8
Los Angeles,ROUTE,2022-08-31,2022-09-06,5208,0,0,7,2,0
Siskiyou,MILL,2022-09-02,2022-09-14,3939,0,2,13,118,26
Siskiyou,MOUNTAIN,2022-09-02,2022-10-30,13440,0,0,59,4,0
Riverside,FAIRVIEW,2022-09-05,2022-09-22,28098,0,2,18,37,8
Placer,MOSQUITO,2022-09-06,2022-10-22,76788,0,0,47,78,14
Madera,FORK,2022-09-07,2022-09-14,819,0,0,8,43,1
Modoc,BARNES,2022-09-07,2022-09-28,5843,0,0,22,2,0
