County,Fire Name,Start,Contained,Acres,Deaths_FF,Deaths_Civil,Duration,Strux_Destr,Strux_Dmgd,Total Deaths,Year,Month,Duration_Per_Month
EL DORADO,SAND,2014-07-25,2014-08-03,4240.0,0,0,7,47,0,0,2014,7,{'2014-07': 7}
EL DORADO,SAND,2014-07-25,2014-08-03,4240.0,0,0,3,47,0,0,2014,8,{'2014-08': 3}
MARIPOSA,EL PORTAL,2014-07-26,2014-08-04,4689.0,0,0,6,2,2,0,2014,7,{'2014-07': 6}
MARIPOSA,EL PORTAL,2014-07-26,2014-08-04,4689.0,0,0,4,2,2,0,2014,8,{'2014-08': 4}
MADERA,FRENCH,2014-07-28,2014-08-18,13838.0,0,0,4,0,0,0,2014,7,{'2014-07': 4}
MADERA,FRENCH,2014-07-28,2014-08-18,13838.0,0,0,18,0,0,0,2014,8,{'2014-08': 18}
BUTTE,WEB,2014-07-29,2014-08-27,378.0,0,0,3,0,0,0,2014,7,{'2014-07': 3}
BUTTE,WEB,2014-07-29,2014-08-27,378.0,0,0,27,0,0,0,2014,8,{'2014-08': 27}
MODOC,DAY,2014-07-30,2014-08-13,13153.0,0,0,2,10,0,0,2014,7,{'2014-07': 2}
MODOC,DAY,2014-07-30,2014-08-13,13153.0,0,0,13,10,0,0,2014,8,{'2014-08': 13}
SHASTA,BALD,2014-07-30,2014-08-16,39736.0,0,0,2,0,0,0,2014,7,{'2014-07': 2}
SHASTA,BALD,2014-07-30,2014-08-16,39736.0,0,0,16,0,0,0,2014,8,{'2014-08': 16}
SISKIYOU,KNF BEAVER,2014-07-30,2014-08-30,32496.0,0,0,2,6,0,0,2014,7,{'2014-07': 2}
SISKIYOU,KNF BEAVER,2014-07-30,2014-08-30,32496.0,0,0,30,6,0,0,2014,8,{'2014-08': 30}
TRINITY,COFFEE COMPLEX,2014-07-30,2014-08-31,6258.0,0,0,2,0,0,0,2014,7,{'2014-07': 2}
TRINITY,COFFEE COMPLEX,2014-07-30,2014-08-31,6258.0,0,0,31,0,0,0,2014,8,{'2014-08': 31}
MENDOCINO,"LODGE
COMPLEX",2014-07-30,2014-09-21,12535.0,0,0,2,0,0,0,2014,7,{'2014-07': 2}
MENDOCINO,"LODGE
COMPLEX",2014-07-30,2014-09-21,12535.0,0,0,31,0,0,0,2014,8,{'2014-08': 31}
MENDOCINO,"LODGE
COMPLEX",2014-07-30,2014-09-21,12535.0,0,0,21,0,0,0,2014,9,{'2014-09': 21}
SISKIYOU,LITTLE DEER,2014-07-31,2014-08-11,5503.0,0,0,1,1,0,0,2014,7,{'2014-07': 1}
SISKIYOU,LITTLE DEER,2014-07-31,2014-08-11,5503.0,0,0,11,1,0,0,2014,8,{'2014-08': 11}
SHASTA,EILER,2014-07-31,2014-08-24,32416.0,0,0,1,21,0,0,2014,7,{'2014-07': 1}
SHASTA,EILER,2014-07-31,2014-08-24,32416.0,0,0,24,21,0,0,2014,8,{'2014-08': 24}
SISKIYOU,JULY COMPLEX,2014-08-03,2014-09-25,50042.0,0,0,29,2,0,0,2014,8,{'2014-08': 29}
SISKIYOU,JULY COMPLEX,2014-08-03,2014-09-25,50042.0,0,0,25,2,0,0,2014,9,{'2014-09': 25}
SISKIYOU,"HAPPY CAMP
COMPLEX",2014-08-14,2014-10-31,134056.0,0,0,18,6,2,0,2014,8,{'2014-08': 18}
SISKIYOU,"HAPPY CAMP
COMPLEX",2014-08-14,2014-10-31,134056.0,0,0,30,6,2,0,2014,9,{'2014-09': 30}
SISKIYOU,"HAPPY CAMP
COMPLEX",2014-08-14,2014-10-31,134056.0,0,0,31,6,2,0,2014,10,{'2014-10': 31}
MARIPOSA,MEADOW,2014-08-15,2014-09-29,4772.0,0,0,17,0,0,0,2014,8,{'2014-08': 17}
MARIPOSA,MEADOW,2014-08-15,2014-09-29,4772.0,0,0,29,0,0,0,2014,9,{'2014-09': 29}
EL DORADO,KING,2014-09-13,2014-10-09,97717.0,0,0,18,80,1,0,2014,9,{'2014-09': 18}
EL DORADO,KING,2014-09-13,2014-10-09,97717.0,0,0,9,80,1,0,2014,10,{'2014-10': 9}
SAN DIEGO,GRENADE,2015-04-29,2015-05-05,2025.0,0,0,2,0,0,0,2015,4,{'2015-04': 2}
SAN DIEGO,GRENADE,2015-04-29,2015-05-05,2025.0,0,0,5,0,0,0,2015,5,{'2015-05': 5}
SAN BERNARDINO,LAKE,2015-06-17,2015-07-05,31359.0,0,0,14,4,0,0,2015,6,{'2015-06': 14}
SAN BERNARDINO,LAKE,2015-06-17,2015-07-05,31359.0,0,0,5,4,0,0,2015,7,{'2015-07': 5}
TULARE,CABIN,2015-07-19,2015-09-05,6980.0,0,0,13,0,0,0,2015,7,{'2015-07': 13}
TULARE,CABIN,2015-07-19,2015-09-05,6980.0,0,0,31,0,0,0,2015,8,{'2015-08': 31}
TULARE,CABIN,2015-07-19,2015-09-05,6980.0,0,0,5,0,0,0,2015,9,{'2015-09': 5}
NAPA,WRAGG,2015-07-22,2015-08-06,8051.0,0,0,10,2,5,0,2015,7,{'2015-07': 10}
NAPA,WRAGG,2015-07-22,2015-08-06,8051.0,0,0,6,2,5,0,2015,8,{'2015-08': 6}
NEVADA,LOWELL,2015-07-25,2015-08-12,2304.0,0,0,7,3,1,0,2015,7,{'2015-07': 7}
NEVADA,LOWELL,2015-07-25,2015-08-12,2304.0,0,0,12,3,1,0,2015,8,{'2015-08': 12}
MADERA,WILLOW,2015-07-25,2015-08-15,5702.0,0,0,7,0,0,0,2015,7,{'2015-07': 7}
MADERA,WILLOW,2015-07-25,2015-08-15,5702.0,0,0,15,0,0,0,2015,8,{'2015-08': 15}
LAKE,ROCKY,2015-07-29,2015-08-14,69636.0,0,0,3,96,8,0,2015,7,{'2015-07': 3}
LAKE,ROCKY,2015-07-29,2015-08-14,69636.0,0,0,14,96,8,0,2015,8,{'2015-08': 14}
BUTTE,SWEDES,2015-07-29,2015-08-16,400.0,0,0,3,16,0,0,2015,7,{'2015-07': 3}
BUTTE,SWEDES,2015-07-29,2015-08-16,400.0,0,0,16,16,0,0,2015,8,{'2015-08': 16}
MODOC,FROG,2015-07-30,2015-08-06,4863.0,1,0,2,0,0,1,2015,7,{'2015-07': 2}
MODOC,FROG,2015-07-30,2015-08-06,4863.0,1,0,6,0,0,1,2015,8,{'2015-08': 6}
HUMBOLDT,HUMBOLDT COMPLEX,2015-07-30,2015-08-21,4883.0,0,0,2,7,0,0,2015,7,{'2015-07': 2}
HUMBOLDT,HUMBOLDT COMPLEX,2015-07-30,2015-08-21,4883.0,0,0,21,7,0,0,2015,8,{'2015-08': 21}
TRINITY,FORK COMPLEX,2015-07-30,2015-08-29,36499.0,0,0,2,12,0,0,2015,7,{'2015-07': 2}
TRINITY,FORK COMPLEX,2015-07-30,2015-08-29,36499.0,0,0,29,12,0,0,2015,8,{'2015-08': 29}
HUMBOLDT,ROUTE COMPLEX,2015-07-30,2015-08-31,35675.0,0,0,2,2,0,0,2015,7,{'2015-07': 2}
HUMBOLDT,ROUTE COMPLEX,2015-07-30,2015-08-31,35675.0,0,0,31,2,0,0,2015,8,{'2015-08': 31}
TRINITY,MAD RIVER COMPLEX,2015-07-30,2015-09-03,37462.0,0,0,2,4,0,0,2015,7,{'2015-07': 2}
TRINITY,MAD RIVER COMPLEX,2015-07-30,2015-09-03,37462.0,0,0,31,4,0,0,2015,8,{'2015-08': 31}
TRINITY,MAD RIVER COMPLEX,2015-07-30,2015-09-03,37462.0,0,0,3,4,0,0,2015,9,{'2015-09': 3}
TRINITY,RIVER COMPLEX,2015-07-30,2015-10-15,77081.0,0,0,2,0,0,0,2015,7,{'2015-07': 2}
TRINITY,RIVER COMPLEX,2015-07-30,2015-10-15,77081.0,0,0,31,0,0,0,2015,8,{'2015-08': 31}
TRINITY,RIVER COMPLEX,2015-07-30,2015-10-15,77081.0,0,0,30,0,0,0,2015,9,{'2015-09': 30}
TRINITY,RIVER COMPLEX,2015-07-30,2015-10-15,77081.0,0,0,15,0,0,0,2015,10,{'2015-10': 15}
DEL NORTE,GASQUET COMPLEX,2015-07-31,2015-10-15,30361.0,0,0,1,0,0,0,2015,7,{'2015-07': 1}
DEL NORTE,GASQUET COMPLEX,2015-07-31,2015-10-15,30361.0,0,0,31,0,0,0,2015,8,{'2015-08': 31}
DEL NORTE,GASQUET COMPLEX,2015-07-31,2015-10-15,30361.0,0,0,30,0,0,0,2015,9,{'2015-09': 30}
DEL NORTE,GASQUET COMPLEX,2015-07-31,2015-10-15,30361.0,0,0,15,0,0,0,2015,10,{'2015-10': 15}
FRESNO,ROUGH,2015-07-31,2015-12-01,151623.0,0,0,1,4,0,0,2015,7,{'2015-07': 1}
FRESNO,ROUGH,2015-07-31,2015-12-01,151623.0,0,0,31,4,0,0,2015,8,{'2015-08': 31}
FRESNO,ROUGH,2015-07-31,2015-12-01,151623.0,0,0,30,4,0,0,2015,9,{'2015-09': 30}
FRESNO,ROUGH,2015-07-31,2015-12-01,151623.0,0,0,31,4,0,0,2015,10,{'2015-10': 31}
FRESNO,ROUGH,2015-07-31,2015-12-01,151623.0,0,0,30,4,0,0,2015,11,{'2015-11': 30}
FRESNO,ROUGH,2015-07-31,2015-12-01,151623.0,0,0,1,4,0,0,2015,12,{'2015-12': 1}
DEL NORTE,NICKOWITZ,2015-08-01,2015-09-30,7509.0,0,0,31,0,0,0,2015,8,{'2015-08': 31}
DEL NORTE,NICKOWITZ,2015-08-01,2015-09-30,7509.0,0,0,30,0,0,0,2015,9,{'2015-09': 30}
TRINITY,SOUTH COMPLEX,2015-08-01,2015-10-01,29416.0,0,0,31,3,0,0,2015,8,{'2015-08': 31}
TRINITY,SOUTH COMPLEX,2015-08-01,2015-10-01,29416.0,0,0,30,3,0,0,2015,9,{'2015-09': 30}
TRINITY,SOUTH COMPLEX,2015-08-01,2015-10-01,29416.0,0,0,1,3,0,0,2015,10,{'2015-10': 1}
SAN LUIS OBISPO,CUESTA,2015-08-16,2015-09-03,2446.0,0,0,16,1,0,0,2015,8,{'2015-08': 16}
SAN LUIS OBISPO,CUESTA,2015-08-16,2015-09-03,2446.0,0,0,3,1,0,0,2015,9,{'2015-09': 3}
AMADOR,BUTTE,2015-09-09,2015-10-23,70868.0,0,2,22,965,0,2,2015,9,{'2015-09': 22}
AMADOR,BUTTE,2015-09-09,2015-10-23,70868.0,0,2,23,965,0,2,2015,10,{'2015-10': 23}
LAKE,VALLEY,2015-09-12,2015-10-15,76067.0,0,4,19,0,93,4,2015,9,{'2015-09': 19}
LAKE,VALLEY,2015-09-12,2015-10-15,76067.0,0,4,15,0,93,4,2015,10,{'2015-10': 15}
SISKIYOU,PONY,2016-06-07,2016-10-02,2860.0,0,0,24,0,0,0,2016,6,{'2016-06': 24}
SISKIYOU,PONY,2016-06-07,2016-10-02,2860.0,0,0,31,0,0,0,2016,7,{'2016-07': 31}
SISKIYOU,PONY,2016-06-07,2016-10-02,2860.0,0,0,31,0,0,0,2016,8,{'2016-08': 31}
SISKIYOU,PONY,2016-06-07,2016-10-02,2860.0,0,0,30,0,0,0,2016,9,{'2016-09': 30}
SISKIYOU,PONY,2016-06-07,2016-10-02,2860.0,0,0,2,0,0,0,2016,10,{'2016-10': 2}
SAN DIEGO,BORDER 3,2016-06-19,2016-07-01,7609.0,0,2,12,16,3,2,2016,6,{'2016-06': 12}
SAN DIEGO,BORDER 3,2016-06-19,2016-07-01,7609.0,0,2,1,16,3,2,2016,7,{'2016-07': 1}
LOS ANGELES,RESERVOIR,2016-06-20,2016-07-05,1146.0,0,1,11,0,0,1,2016,6,{'2016-06': 11}
LOS ANGELES,RESERVOIR,2016-06-20,2016-07-05,1146.0,0,1,5,0,0,1,2016,7,{'2016-07': 5}
LOS ANGELES,FISH,2016-06-20,2016-07-05,4253.0,0,0,11,0,0,0,2016,6,{'2016-06': 11}
LOS ANGELES,FISH,2016-06-20,2016-07-05,4253.0,0,0,5,0,0,0,2016,7,{'2016-07': 5}
KERN,ERSKINE,2016-06-23,2016-07-09,48019.0,0,2,8,286,12,2,2016,6,{'2016-06': 8}
KERN,ERSKINE,2016-06-23,2016-07-09,48019.0,0,2,9,286,12,2,2016,7,{'2016-07': 9}
MONO,MARINA,2016-06-24,2016-07-04,654.0,0,0,7,1,0,0,2016,6,{'2016-06': 7}
MONO,MARINA,2016-06-24,2016-07-04,654.0,0,0,4,1,0,0,2016,7,{'2016-07': 4}
MARIPOSA,LAKES,2016-06-26,2016-10-31,1001.0,0,0,5,0,0,0,2016,6,{'2016-06': 5}
MARIPOSA,LAKES,2016-06-26,2016-10-31,1001.0,0,0,31,0,0,0,2016,7,{'2016-07': 31}
MARIPOSA,LAKES,2016-06-26,2016-10-31,1001.0,0,0,31,0,0,0,2016,8,{'2016-08': 31}
MARIPOSA,LAKES,2016-06-26,2016-10-31,1001.0,0,0,30,0,0,0,2016,9,{'2016-09': 30}
MARIPOSA,LAKES,2016-06-26,2016-10-31,1001.0,0,0,31,0,0,0,2016,10,{'2016-10': 31}
PLACER,TRAILHEAD,2016-06-28,2016-08-14,5645.0,0,0,3,0,0,0,2016,6,{'2016-06': 3}
PLACER,TRAILHEAD,2016-06-28,2016-08-14,5645.0,0,0,31,0,0,0,2016,7,{'2016-07': 31}
PLACER,TRAILHEAD,2016-06-28,2016-08-14,5645.0,0,0,14,0,0,0,2016,8,{'2016-08': 14}
TEHAMA,COLYEAR,2016-06-30,2016-07-06,464.0,0,0,1,0,0,0,2016,6,{'2016-06': 1}
TEHAMA,COLYEAR,2016-06-30,2016-07-06,464.0,0,0,6,0,0,0,2016,7,{'2016-07': 6}
VENTURA,PINE,2016-06-30,2016-07-17,2304.0,0,0,1,0,0,0,2016,6,{'2016-06': 1}
VENTURA,PINE,2016-06-30,2016-07-17,2304.0,0,0,17,0,0,0,2016,7,{'2016-07': 17}
LOS ANGELES,SAND,2016-07-22,2016-08-06,41383.0,0,1,10,116,20,1,2016,7,{'2016-07': 10}
LOS ANGELES,SAND,2016-07-22,2016-08-06,41383.0,0,1,6,116,20,1,2016,8,{'2016-08': 6}
MONTEREY,SOBERANES,2016-07-22,2016-10-13,132127.0,1,0,10,68,5,1,2016,7,{'2016-07': 10}
MONTEREY,SOBERANES,2016-07-22,2016-10-13,132127.0,1,0,31,68,5,1,2016,8,{'2016-08': 31}
MONTEREY,SOBERANES,2016-07-22,2016-10-13,132127.0,1,0,30,68,5,1,2016,9,{'2016-09': 30}
MONTEREY,SOBERANES,2016-07-22,2016-10-13,132127.0,1,0,13,68,5,1,2016,10,{'2016-10': 13}
FRESNO,GOOSE,2016-07-30,2016-08-09,2241.0,0,0,2,9,1,0,2016,7,{'2016-07': 2}
FRESNO,GOOSE,2016-07-30,2016-08-09,2241.0,0,0,9,9,1,0,2016,8,{'2016-08': 9}
LAKE,CLAYTON,2016-08-13,2016-09-03,3929.0,0,0,19,300,28,0,2016,8,{'2016-08': 19}
LAKE,CLAYTON,2016-08-13,2016-09-03,3929.0,0,0,3,300,28,0,2016,9,{'2016-09': 3}
SAN LUIS OBISPO,CHIMNEY,2016-08-13,2016-09-07,46235.0,0,0,19,70,8,0,2016,8,{'2016-08': 19}
SAN LUIS OBISPO,CHIMNEY,2016-08-13,2016-09-07,46235.0,0,0,7,70,8,0,2016,9,{'2016-09': 7}
SAN BERNARDINO,BLUECUT,2016-08-16,2016-09-08,36274.0,0,0,16,321,8,0,2016,8,{'2016-08': 16}
SAN BERNARDINO,BLUECUT,2016-08-16,2016-09-08,36274.0,0,0,8,321,8,0,2016,9,{'2016-09': 8}
KERN,CEDAR,2016-08-16,2016-09-24,29322.0,0,0,16,6,0,0,2016,8,{'2016-08': 16}
KERN,CEDAR,2016-08-16,2016-09-24,29322.0,0,0,24,6,0,0,2016,9,{'2016-09': 24}
SANTA BARBARA,REY,2016-08-18,2016-09-15,32606.0,0,0,14,5,0,0,2016,8,{'2016-08': 14}
SANTA BARBARA,REY,2016-08-18,2016-09-15,32606.0,0,0,15,5,0,0,2016,9,{'2016-09': 15}
ALPINE,MOKELUMNE,2016-08-19,2016-09-20,655.0,0,0,13,0,0,0,2016,8,{'2016-08': 13}
ALPINE,MOKELUMNE,2016-08-19,2016-09-20,655.0,0,0,20,0,0,0,2016,9,{'2016-09': 20}
HUMBOLDT,TULLY,2016-08-22,2016-09-09,599.0,0,0,10,3,0,0,2016,8,{'2016-08': 10}
HUMBOLDT,TULLY,2016-08-22,2016-09-09,599.0,0,0,9,3,0,0,2016,9,{'2016-09': 9}
SISKIYOU,GRADE,2016-08-24,2016-09-10,710.0,0,0,8,10,1,0,2016,8,{'2016-08': 8}
SISKIYOU,GRADE,2016-08-24,2016-09-10,710.0,0,0,10,10,1,0,2016,9,{'2016-09': 10}
SISKIYOU,GAP,2016-08-27,2016-09-16,33867.0,0,0,5,14,0,0,2016,8,{'2016-08': 5}
SISKIYOU,GAP,2016-08-27,2016-09-16,33867.0,0,0,16,14,0,0,2016,9,{'2016-09': 16}
CALAVERAS,WILLOW,2016-08-28,2016-09-04,450.0,0,0,4,0,1,0,2016,8,{'2016-08': 4}
CALAVERAS,WILLOW,2016-08-28,2016-09-04,450.0,0,0,4,0,1,0,2016,9,{'2016-09': 4}
RIVERSIDE,BOGART,2016-08-30,2016-09-05,1470.0,0,0,2,1,0,0,2016,8,{'2016-08': 2}
RIVERSIDE,BOGART,2016-08-30,2016-09-05,1470.0,0,0,5,1,0,0,2016,9,{'2016-09': 5}
LASSEN,WILLARD,2016-09-11,2016-10-12,2575.0,0,0,20,7,0,0,2016,9,{'2016-09': 20}
LASSEN,WILLARD,2016-09-11,2016-10-12,2575.0,0,0,12,7,0,0,2016,10,{'2016-10': 12}
FRESNO,CROWN,2016-09-15,2016-10-31,800.0,0,0,16,0,0,0,2016,9,{'2016-09': 16}
FRESNO,CROWN,2016-09-15,2016-10-31,800.0,0,0,31,0,0,0,2016,10,{'2016-10': 31}
MONO,OWENS RIVER,2016-09-17,2016-10-15,5443.0,0,0,14,4,0,0,2016,9,{'2016-09': 14}
MONO,OWENS RIVER,2016-09-17,2016-10-15,5443.0,0,0,15,4,0,0,2016,10,{'2016-10': 15}
MODOC,SOUP COMPLEX,2016-09-17,2016-10-31,2722.0,0,0,14,0,0,0,2016,9,{'2016-09': 14}
MODOC,SOUP COMPLEX,2016-09-17,2016-10-31,2722.0,0,0,31,0,0,0,2016,10,{'2016-10': 31}
SONOMA,SAWMILL,2016-09-25,2016-10-01,1547.0,0,0,6,0,0,0,2016,9,{'2016-09': 6}
SONOMA,SAWMILL,2016-09-25,2016-10-01,1547.0,0,0,1,0,0,0,2016,10,{'2016-10': 1}
TUOLUMNE,MARSHES,2016-09-26,2016-10-04,1080.0,0,0,5,0,0,0,2016,9,{'2016-09': 5}
TUOLUMNE,MARSHES,2016-09-26,2016-10-04,1080.0,0,0,4,0,0,0,2016,10,{'2016-10': 4}
SANTA CLARA,LOMA,2016-09-26,2016-11-08,4474.0,0,0,5,28,1,0,2016,9,{'2016-09': 5}
SANTA CLARA,LOMA,2016-09-26,2016-11-08,4474.0,0,0,31,28,1,0,2016,10,{'2016-10': 31}
SANTA CLARA,LOMA,2016-09-26,2016-11-08,4474.0,0,0,8,28,1,0,2016,11,{'2016-11': 8}
TULARE,SLATE,2016-10-04,2016-11-05,2160.0,0,0,28,0,0,0,2016,10,{'2016-10': 28}
TULARE,SLATE,2016-10-04,2016-11-05,2160.0,0,0,5,0,0,0,2016,11,{'2016-11': 5}
TULARE,JACOBSON,2016-10-20,2016-11-01,1702.0,0,0,12,0,0,0,2016,10,{'2016-10': 12}
TULARE,JACOBSON,2016-10-20,2016-11-01,1702.0,0,0,1,0,0,0,2016,11,{'2016-11': 1}
TULARE,MEADOW,2016-10-29,2016-11-22,4347.0,0,0,3,0,0,0,2016,10,{'2016-10': 3}
TULARE,MEADOW,2016-10-29,2016-11-22,4347.0,0,0,22,0,0,0,2016,11,{'2016-11': 22}
RIVERSIDE,OPERA,2017-04-30,2017-05-02,1350.0,0,0,1,0,0,0,2017,4,{'2017-04': 1}
RIVERSIDE,OPERA,2017-04-30,2017-05-02,1350.0,0,0,2,0,0,0,2017,5,{'2017-05': 2}
TULARE,SCHAEFFER,2017-06-24,2017-08-05,16031.0,0,0,7,0,0,0,2017,6,{'2017-06': 7}
TULARE,SCHAEFFER,2017-06-24,2017-08-05,16031.0,0,0,31,0,0,0,2017,7,{'2017-07': 31}
TULARE,SCHAEFFER,2017-06-24,2017-08-05,16031.0,0,0,5,0,0,0,2017,8,{'2017-08': 5}
SAN BERNARDINO,MART,2017-06-27,2017-07-01,670.0,0,0,4,0,0,0,2017,6,{'2017-06': 4}
SAN BERNARDINO,MART,2017-06-27,2017-07-01,670.0,0,0,1,0,0,0,2017,7,{'2017-07': 1}
MODOC,BATTLE,2017-06-28,2017-07-01,640.0,0,0,3,0,0,0,2017,6,{'2017-06': 3}
MODOC,BATTLE,2017-06-28,2017-07-01,640.0,0,0,1,0,0,0,2017,7,{'2017-07': 1}
SAN DIEGO,CRISTIANITOS,2017-06-28,2017-07-01,761.0,0,0,3,0,0,0,2017,6,{'2017-06': 3}
SAN DIEGO,CRISTIANITOS,2017-06-28,2017-07-01,761.0,0,0,1,0,0,0,2017,7,{'2017-07': 1}
MARIPOSA,BEN,2017-06-28,2017-07-06,558.0,0,0,3,0,0,0,2017,6,{'2017-06': 3}
MARIPOSA,BEN,2017-06-28,2017-07-06,558.0,0,0,6,0,0,0,2017,7,{'2017-07': 6}
KERN,TARINA,2017-06-30,2017-07-01,1200.0,0,0,1,0,0,0,2017,6,{'2017-06': 1}
KERN,TARINA,2017-06-30,2017-07-01,1200.0,0,0,1,0,0,0,2017,7,{'2017-07': 1}
BUTTE,WALL,2017-07-07,2017-08-03,6033.0,0,0,25,91,10,0,2017,7,{'2017-07': 25}
BUTTE,WALL,2017-07-07,2017-08-03,6033.0,0,0,3,91,10,0,2017,8,{'2017-08': 3}
SANTA BARBARA,WHITTIER,2017-07-08,2017-10-05,18430.0,0,0,24,40,7,0,2017,7,{'2017-07': 24}
SANTA BARBARA,WHITTIER,2017-07-08,2017-10-05,18430.0,0,0,31,40,7,0,2017,8,{'2017-08': 31}
SANTA BARBARA,WHITTIER,2017-07-08,2017-10-05,18430.0,0,0,30,40,7,0,2017,9,{'2017-09': 30}
SANTA BARBARA,WHITTIER,2017-07-08,2017-10-05,18430.0,0,0,5,40,7,0,2017,10,{'2017-10': 5}
MARIPOSA,DETWILER,2017-07-16,2017-08-31,81826.0,0,0,16,134,21,0,2017,7,{'2017-07': 16}
MARIPOSA,DETWILER,2017-07-16,2017-08-31,81826.0,0,0,31,134,21,0,2017,8,{'2017-08': 31}
MODOC,MODOC JULY COMPLEX,2017-07-24,2017-08-13,83120.0,0,0,8,0,0,0,2017,7,{'2017-07': 8}
MODOC,MODOC JULY COMPLEX,2017-07-24,2017-08-13,83120.0,0,0,13,0,0,0,2017,8,{'2017-08': 13}
SISKIYOU,ORLEANS COMPLEX,2017-07-25,2017-10-12,27276.0,0,0,7,0,0,0,2017,7,{'2017-07': 7}
SISKIYOU,ORLEANS COMPLEX,2017-07-25,2017-10-12,27276.0,0,0,31,0,0,0,2017,8,{'2017-08': 31}
SISKIYOU,ORLEANS COMPLEX,2017-07-25,2017-10-12,27276.0,0,0,30,0,0,0,2017,9,{'2017-09': 30}
SISKIYOU,ORLEANS COMPLEX,2017-07-25,2017-10-12,27276.0,0,0,12,0,0,0,2017,10,{'2017-10': 12}
TUOLUMNE,JACKSONVILLE,2017-07-29,2017-08-04,675.0,0,0,3,1,0,0,2017,7,{'2017-07': 3}
TUOLUMNE,JACKSONVILLE,2017-07-29,2017-08-04,675.0,0,0,4,1,0,0,2017,8,{'2017-08': 4}
PLUMAS,MINERVA 5,2017-07-29,2017-08-16,4310.0,0,0,3,0,0,0,2017,7,{'2017-07': 3}
PLUMAS,MINERVA 5,2017-07-29,2017-08-16,4310.0,0,0,16,0,0,0,2017,8,{'2017-08': 16}
KERN,GARDEN,2017-07-30,2017-08-09,450.0,0,0,2,0,0,0,2017,7,{'2017-07': 2}
KERN,GARDEN,2017-07-30,2017-08-09,450.0,0,0,9,0,0,0,2017,8,{'2017-08': 9}
MONO,GRANT,2017-07-31,2017-08-03,400.0,0,0,1,0,0,0,2017,7,{'2017-07': 1}
MONO,GRANT,2017-07-31,2017-08-03,400.0,0,0,3,0,0,0,2017,8,{'2017-08': 3}
TUOLUMNE,SUMMIT COMPLEX,2017-07-31,2017-11-30,5248.0,0,0,1,0,0,0,2017,7,{'2017-07': 1}
TUOLUMNE,SUMMIT COMPLEX,2017-07-31,2017-11-30,5248.0,0,0,31,0,0,0,2017,8,{'2017-08': 31}
TUOLUMNE,SUMMIT COMPLEX,2017-07-31,2017-11-30,5248.0,0,0,30,0,0,0,2017,9,{'2017-09': 30}
TUOLUMNE,SUMMIT COMPLEX,2017-07-31,2017-11-30,5248.0,0,0,31,0,0,0,2017,10,{'2017-10': 31}
TUOLUMNE,SUMMIT COMPLEX,2017-07-31,2017-11-30,5248.0,0,0,30,0,0,0,2017,11,{'2017-11': 30}
MARIPOSA,EMPIRE,2017-08-01,2017-10-31,6370.0,0,0,31,0,0,0,2017,8,{'2017-08': 31}
MARIPOSA,EMPIRE,2017-08-01,2017-10-31,6370.0,0,0,30,0,0,0,2017,9,{'2017-09': 30}
MARIPOSA,EMPIRE,2017-08-01,2017-10-31,6370.0,0,0,31,0,0,0,2017,10,{'2017-10': 31}
DEL NORTE,YOUNG,2017-08-07,2017-10-15,21377.0,0,0,25,0,0,0,2017,8,{'2017-08': 25}
DEL NORTE,YOUNG,2017-08-07,2017-10-15,21377.0,0,0,30,0,0,0,2017,9,{'2017-09': 30}
DEL NORTE,YOUNG,2017-08-07,2017-10-15,21377.0,0,0,15,0,0,0,2017,10,{'2017-10': 15}
SISKIYOU,SALMON AUGUST COMPLEX,2017-08-13,2017-10-20,65889.0,0,0,19,1,0,0,2017,8,{'2017-08': 19}
SISKIYOU,SALMON AUGUST COMPLEX,2017-08-13,2017-10-20,65889.0,0,0,30,1,0,0,2017,9,{'2017-09': 30}
SISKIYOU,SALMON AUGUST COMPLEX,2017-08-13,2017-10-20,65889.0,0,0,20,1,0,0,2017,10,{'2017-10': 20}
MARIPOSA,SOUTH FORK,2017-08-13,2017-11-30,7000.0,0,0,19,0,0,0,2017,8,{'2017-08': 19}
MARIPOSA,SOUTH FORK,2017-08-13,2017-11-30,7000.0,0,0,30,0,0,0,2017,9,{'2017-09': 30}
MARIPOSA,SOUTH FORK,2017-08-13,2017-11-30,7000.0,0,0,31,0,0,0,2017,10,{'2017-10': 31}
MARIPOSA,SOUTH FORK,2017-08-13,2017-11-30,7000.0,0,0,30,0,0,0,2017,11,{'2017-11': 30}
JACKSON (OR),MILLER COMPLEX,2017-08-14,2017-11-30,39716.0,0,0,18,0,0,0,2017,8,{'2017-08': 18}
JACKSON (OR),MILLER COMPLEX,2017-08-14,2017-11-30,39716.0,0,0,30,0,0,0,2017,9,{'2017-09': 30}
JACKSON (OR),MILLER COMPLEX,2017-08-14,2017-11-30,39716.0,0,0,31,0,0,0,2017,10,{'2017-10': 31}
JACKSON (OR),MILLER COMPLEX,2017-08-14,2017-11-30,39716.0,0,0,30,0,0,0,2017,11,{'2017-11': 30}
SISKIYOU,ECLIPSE COMPLEX,2017-08-15,2017-10-10,78698.0,0,0,17,0,0,0,2017,8,{'2017-08': 17}
SISKIYOU,ECLIPSE COMPLEX,2017-08-15,2017-10-10,78698.0,0,0,30,0,0,0,2017,9,{'2017-09': 30}
SISKIYOU,ECLIPSE COMPLEX,2017-08-15,2017-10-10,78698.0,0,0,10,0,0,0,2017,10,{'2017-10': 10}
